district,CVAP_TOT24
1,119187
2,128503
3,128424
4,145525
5,123485
6,129345
7,127004
8,123322
9,127449
10,131075
11,117989
12,126871
13,110320
14,130474
15,128322
16,126906
17,125903
18,128825
19,126576
20,130970
21,111208
22,131738
23,131006
24,110892
25,128860
26,120648
27,120322
28,100990
29,108817
30,128134
31,137218
32,119372
33,109569
34,127914
35,132012
