precinct_id,vap_18plus,white_vap,black_vap,hispanic_vap,native_vap,asian_vap,pacific_vap,multiracial_vap,white_vap_pct,black_vap_pct,hispanic_vap_pct,native_vap_pct,asian_vap_pct,pacific_vap_pct,multiracial_vap_pct
EL PASO - 041185,2260,1174,374,526,0,4,11,201,51.95,16.55,23.27,0.0,0.18,0.49,8.89
EL PASO - 041186,2632,1720,157,534,27,2,3,188,65.35,5.97,20.29,1.03,0.08,0.11,7.14
EL PASO - 041187,2597,1669,196,510,13,25,0,155,64.27,7.55,19.64,0.5,0.96,0.0,5.97
EL PASO - 041188,2605,1774,7,256,0,0,8,544,68.1,0.27,9.83,0.0,0.0,0.31,20.88
EL PASO - 041189,1991,1423,48,331,28,73,0,92,71.47,2.41,16.62,1.41,3.67,0.0,4.62
EL PASO - 041190,1252,811,30,298,0,28,0,135,64.78,2.4,23.8,0.0,2.24,0.0,10.78
EL PASO - 041191,2762,1825,174,408,0,130,0,219,66.08,6.3,14.77,0.0,4.71,0.0,7.93
EL PASO - 041192,2447,1909,62,438,0,25,0,19,78.01,2.53,17.9,0.0,1.02,0.0,0.78
EL PASO - 041193,1693,1224,114,147,0,21,0,176,72.3,6.73,8.68,0.0,1.24,0.0,10.4
EL PASO - 041194,1525,715,177,454,21,43,0,126,46.89,11.61,29.77,1.38,2.82,0.0,8.26
EL PASO - 041195,1866,1256,0,575,0,13,0,31,67.31,0.0,30.81,0.0,0.7,0.0,1.66
EL PASO - 041196,1279,892,114,225,3,17,0,39,69.74,8.91,17.59,0.23,1.33,0.0,3.05
EL PASO - 041197,1508,1006,74,394,0,0,0,31,66.71,4.91,26.13,0.0,0.0,0.0,2.06
EL PASO - 041198,1712,1154,64,389,0,26,0,79,67.41,3.74,22.72,0.0,1.52,0.0,4.61
EL PASO - 041199,1335,717,111,343,0,8,0,154,53.71,8.31,25.69,0.0,0.6,0.0,11.54
EL PASO - 041200,5705,3952,570,637,11,277,74,184,69.27,9.99,11.17,0.19,4.86,1.3,3.23
EL PASO - 041201,1818,1498,5,223,0,16,0,69,82.4,0.28,12.27,0.0,0.88,0.0,3.8
EL PASO - 041202,1492,1248,17,185,20,19,0,0,83.65,1.14,12.4,1.34,1.27,0.0,0.0
EL PASO - 041203,1322,1142,56,70,0,5,0,19,86.38,4.24,5.3,0.0,0.38,0.0,1.44
EL PASO - 041204,1677,1324,133,136,8,71,0,15,78.95,7.93,8.11,0.48,4.23,0.0,0.89
EL PASO - 041205,2246,1792,117,294,0,50,0,70,79.79,5.21,13.09,0.0,2.23,0.0,3.12
EL PASO - 041206,1366,1098,27,204,0,16,0,13,80.38,1.98,14.93,0.0,1.17,0.0,0.95
EL PASO - 041207,2203,1679,54,302,9,107,0,73,76.21,2.45,13.71,0.41,4.86,0.0,3.31
EL PASO - 041208,1612,1344,16,108,21,54,0,38,83.37,0.99,6.7,1.3,3.35,0.0,2.36
EL PASO - 041209,1889,1582,29,113,0,89,0,9,83.75,1.54,5.98,0.0,4.71,0.0,0.48
EL PASO - 041210,1639,1391,9,92,3,150,0,56,84.87,0.55,5.61,0.18,9.15,0.0,3.42
EL PASO - 041211,1437,1278,16,69,1,48,0,13,88.94,1.11,4.8,0.07,3.34,0.0,0.9
EL PASO - 041212,1861,1691,4,138,0,20,0,17,90.87,0.21,7.42,0.0,1.07,0.0,0.91
EL PASO - 041213,896,839,3,32,0,9,0,0,93.64,0.33,3.57,0.0,1.0,0.0,0.0
EL PASO - 041214,1531,1331,23,136,0,5,0,49,86.94,1.5,8.88,0.0,0.33,0.0,3.2
EL PASO - 041215,2327,1958,87,90,0,118,0,51,84.14,3.74,3.87,0.0,5.07,0.0,2.19
EL PASO - 041216,4500,3648,82,411,7,94,118,151,81.07,1.82,9.13,0.16,2.09,2.62,3.36
EL PASO - 041217,2871,2525,23,67,0,85,0,189,87.95,0.8,2.33,0.0,2.96,0.0,6.58
EL PASO - 041218,1212,1132,5,65,0,1,0,4,93.4,0.41,5.36,0.0,0.08,0.0,0.33
EL PASO - 041219,1521,1275,22,111,5,27,0,43,83.83,1.45,7.3,0.33,1.78,0.0,2.83
EL PASO - 041220,2631,2135,70,70,0,118,7,239,81.15,2.66,2.66,0.0,4.48,0.27,9.08
EL PASO - 041221,1761,1453,71,101,0,72,0,61,82.51,4.03,5.74,0.0,4.09,0.0,3.46
EL PASO - 041222,2975,2486,43,214,28,133,0,59,83.56,1.45,7.19,0.94,4.47,0.0,1.98
EL PASO - 041223,2461,2037,46,102,0,85,15,159,82.77,1.87,4.14,0.0,3.45,0.61,6.46
EL PASO - 041224,1900,1343,153,206,0,108,0,100,70.68,8.05,10.84,0.0,5.68,0.0,5.26
EL PASO - 041225,5547,3968,562,485,0,314,0,235,71.53,10.13,8.74,0.0,5.66,0.0,4.24
EL PASO - 041226,966,727,17,188,0,10,0,16,75.26,1.76,19.46,0.0,1.04,0.0,1.66
EL PASO - 041230,1429,1080,21,247,18,59,0,5,75.58,1.47,17.28,1.26,4.13,0.0,0.35
EL PASO - 041231,1833,1461,30,142,0,119,0,82,79.71,1.64,7.75,0.0,6.49,0.0,4.47
EL PASO - 041232,1696,1385,35,98,4,140,0,10,81.66,2.06,5.78,0.24,8.25,0.0,0.59
EL PASO - 041233,1378,1239,31,100,0,7,0,0,89.91,2.25,7.26,0.0,0.51,0.0,0.0
EL PASO - 041234,1846,1449,8,94,0,312,0,7,78.49,0.43,5.09,0.0,16.9,0.0,0.38
EL PASO - 041235,1944,1643,11,156,0,60,0,74,84.52,0.57,8.02,0.0,3.09,0.0,3.81
EL PASO - 041236,1376,1049,22,162,0,65,0,83,76.24,1.6,11.77,0.0,4.72,0.0,6.03
EL PASO - 041237,1353,1013,24,167,0,85,0,63,74.87,1.77,12.34,0.0,6.28,0.0,4.66
EL PASO - 041238,1237,1004,2,146,0,39,0,34,81.16,0.16,11.8,0.0,3.15,0.0,2.75
EL PASO - 041239,1817,1451,49,159,0,39,0,77,79.86,2.7,8.75,0.0,2.15,0.0,4.24
EL PASO - 041240,1906,1375,16,377,0,37,0,103,72.14,0.84,19.78,0.0,1.94,0.0,5.4
EL PASO - 041241,1894,1501,29,232,16,70,0,54,79.25,1.53,12.25,0.84,3.7,0.0,2.85
EL PASO - 041242,2800,1930,128,594,0,3,0,136,68.93,4.57,21.21,0.0,0.11,0.0,4.86
EL PASO - 041243,2566,2066,130,197,0,28,0,147,80.51,5.07,7.68,0.0,1.09,0.0,5.73
EL PASO - 041244,2274,1797,72,226,0,103,0,61,79.02,3.17,9.94,0.0,4.53,0.0,2.68
EL PASO - 041245,1792,1664,0,121,0,27,0,12,92.86,0.0,6.75,0.0,1.51,0.0,0.67
EL PASO - 041246,1588,1056,288,188,11,7,0,37,66.5,18.14,11.84,0.69,0.44,0.0,2.33
EL PASO - 041247,1117,860,6,181,0,33,0,44,76.99,0.54,16.2,0.0,2.95,0.0,3.94
EL PASO - 041301,995,835,0,84,6,29,0,25,83.92,0.0,8.44,0.6,2.91,0.0,2.51
EL PASO - 041302,2355,2091,0,146,0,64,0,27,88.79,0.0,6.2,0.0,2.72,0.0,1.15
EL PASO - 041303,2010,1729,54,124,0,74,0,85,86.02,2.69,6.17,0.0,3.68,0.0,4.23
EL PASO - 041304,2082,1702,51,129,18,29,0,87,81.75,2.45,6.2,0.86,1.39,0.0,4.18
EL PASO - 041310,1671,1521,0,75,0,72,0,51,91.02,0.0,4.49,0.0,4.31,0.0,3.05
EL PASO - 041311,1653,1493,0,66,0,20,0,81,90.32,0.0,3.99,0.0,1.21,0.0,4.9
EL PASO - 041312,2133,1939,0,43,0,80,0,57,90.9,0.0,2.02,0.0,3.75,0.0,2.67
EL PASO - 041313,1624,1494,0,88,0,32,0,1,92.0,0.0,5.42,0.0,1.97,0.0,0.06
EL PASO - 041314,1647,1492,0,135,0,10,0,21,90.59,0.0,8.2,0.0,0.61,0.0,1.28
EL PASO - 041315,1407,1345,0,26,0,0,0,24,95.59,0.0,1.85,0.0,0.0,0.0,1.71
EL PASO - 041316,1513,1277,0,199,0,16,0,16,84.4,0.0,13.15,0.0,1.06,0.0,1.06
EL PASO - 041317,2018,1690,0,190,0,44,6,119,83.75,0.0,9.42,0.0,2.18,0.3,5.9
EL PASO - 041318,2111,1975,0,90,0,45,0,0,93.56,0.0,4.26,0.0,2.13,0.0,0.0
EL PASO - 041319,1657,1281,65,172,0,85,0,86,77.31,3.92,10.38,0.0,5.13,0.0,5.19
EL PASO - 041320,1678,1512,0,89,0,7,4,38,90.11,0.0,5.3,0.0,0.42,0.24,2.26
EL PASO - 041321,1678,1498,93,67,0,9,0,23,89.27,5.54,3.99,0.0,0.54,0.0,1.37
EL PASO - 041322,1438,1321,0,82,1,32,0,6,91.86,0.0,5.7,0.07,2.23,0.0,0.42
EL PASO - 041401,1845,1272,66,380,0,57,0,49,68.94,3.58,20.6,0.0,3.09,0.0,2.66
EL PASO - 041402,2370,1732,115,364,11,58,0,108,73.08,4.85,15.36,0.46,2.45,0.0,4.56
EL PASO - 041403,1555,1214,16,143,4,109,4,52,78.07,1.03,9.2,0.26,7.01,0.26,3.34
EL PASO - 041404,1672,1097,171,317,0,41,0,51,65.61,10.23,18.96,0.0,2.45,0.0,3.05
EL PASO - 041405,1649,1035,40,347,0,87,0,134,62.77,2.43,21.04,0.0,5.28,0.0,8.13
EL PASO - 041406,1781,1115,22,282,0,146,0,222,62.61,1.24,15.83,0.0,8.2,0.0,12.46
EL PASO - 041407,2007,1415,107,295,0,125,0,47,70.5,5.33,14.7,0.0,6.23,0.0,2.34
EL PASO - 041408,2508,1685,64,301,9,297,37,119,67.19,2.55,12.0,0.36,11.84,1.48,4.74
EL PASO - 041409,1897,1653,0,154,0,0,0,90,87.14,0.0,8.12,0.0,0.0,0.0,4.74
EL PASO - 041410,1988,1396,54,389,0,32,2,119,70.22,2.72,19.57,0.0,1.61,0.1,5.99
EL PASO - 041411,2371,1782,141,315,0,105,3,21,75.16,5.95,13.29,0.0,4.43,0.13,0.89
EL PASO - 041412,2166,1555,212,225,34,5,32,119,71.79,9.79,10.39,1.57,0.23,1.48,5.49
EL PASO - 041413,2044,1079,203,395,0,101,0,250,52.79,9.93,19.32,0.0,4.94,0.0,12.23
EL PASO - 041414,1924,1190,68,486,0,72,0,109,61.85,3.53,25.26,0.0,3.74,0.0,5.67
EL PASO - 041415,2352,1439,90,552,24,191,0,36,61.18,3.83,23.47,1.02,8.12,0.0,1.53
EL PASO - 041416,2645,2057,224,273,0,55,0,37,77.77,8.47,10.32,0.0,2.08,0.0,1.4
EL PASO - 041417,2229,1756,87,249,0,63,0,69,78.78,3.9,11.17,0.0,2.83,0.0,3.1
EL PASO - 041418,1712,1189,76,180,0,167,0,116,69.45,4.44,10.51,0.0,9.75,0.0,6.78
EL PASO - 041419,1412,974,49,313,0,74,0,1,68.98,3.47,22.17,0.0,5.24,0.0,0.07
EL PASO - 041420,6385,3984,564,1267,0,354,0,208,62.4,8.83,19.84,0.0,5.54,0.0,3.26
EL PASO - 041421,1451,912,211,221,16,48,0,45,62.85,14.54,15.23,1.1,3.31,0.0,3.1
EL PASO - 041422,1545,968,177,325,12,0,0,58,62.65,11.46,21.04,0.78,0.0,0.0,3.75
EL PASO - 041423,1731,1237,63,370,0,34,0,65,71.46,3.64,21.37,0.0,1.96,0.0,3.76
EL PASO - 041440,2204,1990,18,22,6,119,0,37,90.29,0.82,1.0,0.27,5.4,0.0,1.68
EL PASO - 041441,1156,943,15,96,9,0,8,55,81.57,1.3,8.3,0.78,0.0,0.69,4.76
EL PASO - 041442,2620,2038,209,303,9,29,0,66,77.79,7.98,11.56,0.34,1.11,0.0,2.52
EL PASO - 041443,1154,1010,23,95,0,9,0,10,87.52,1.99,8.23,0.0,0.78,0.0,0.87
EL PASO - 041444,2610,1850,194,382,0,29,0,106,70.88,7.43,14.64,0.0,1.11,0.0,4.06
EL PASO - 041445,2804,1808,345,362,17,128,0,166,64.48,12.3,12.91,0.61,4.56,0.0,5.92
EL PASO - 041446,4124,3329,222,278,0,41,0,242,80.72,5.38,6.74,0.0,0.99,0.0,5.87
EL PASO - 041447,1493,1149,8,249,0,39,0,47,76.96,0.54,16.68,0.0,2.61,0.0,3.15
EL PASO - 041448,1334,1072,49,123,0,12,0,83,80.36,3.67,9.22,0.0,0.9,0.0,6.22
EL PASO - 041449,1480,1044,130,223,0,36,0,46,70.54,8.78,15.07,0.0,2.43,0.0,3.11
EL PASO - 041450,1672,1185,199,170,0,81,16,49,70.87,11.9,10.17,0.0,4.84,0.96,2.93
EL PASO - 041451,1700,1204,305,119,0,32,9,31,70.82,17.94,7.0,0.0,1.88,0.53,1.82
EL PASO - 041452,1661,1393,23,144,7,38,0,57,83.87,1.38,8.67,0.42,2.29,0.0,3.43
EL PASO - 041453,1472,1080,9,195,0,175,6,10,73.37,0.61,13.25,0.0,11.89,0.41,0.68
EL PASO - 041454,2831,1952,242,317,11,60,0,275,68.95,8.55,11.2,0.39,2.12,0.0,9.71
EL PASO - 041500,333,320,0,5,4,0,0,1,96.1,0.0,1.5,1.2,0.0,0.0,0.3
EL PASO - 041501,1215,1120,14,66,3,0,0,20,92.18,1.15,5.43,0.25,0.0,0.0,1.65
EL PASO - 041502,818,741,4,59,0,0,0,20,90.59,0.49,7.21,0.0,0.0,0.0,2.44
EL PASO - 041520,186,137,19,12,0,0,0,4,73.66,10.22,6.45,0.0,0.0,0.0,2.15
EL PASO - 041521,2336,1710,228,304,0,12,0,85,73.2,9.76,13.01,0.0,0.51,0.0,3.64
EL PASO - 041522,1928,1670,3,195,21,0,0,37,86.62,0.16,10.11,1.09,0.0,0.0,1.92
EL PASO - 041523,1480,1326,26,95,0,3,0,25,89.59,1.76,6.42,0.0,0.2,0.0,1.69
EL PASO - 041524,1428,1305,7,64,0,0,0,56,91.39,0.49,4.48,0.0,0.0,0.0,3.92
EL PASO - 041525,281,243,1,9,0,13,0,30,86.48,0.36,3.2,0.0,4.63,0.0,10.68
EL PASO - 041554,240,183,8,23,0,0,0,2,76.25,3.33,9.58,0.0,0.0,0.0,0.83
EL PASO - 041560,1817,1602,5,176,1,7,0,29,88.17,0.28,9.69,0.06,0.39,0.0,1.6
EL PASO - 041601,1628,1228,12,305,0,40,0,30,75.43,0.74,18.73,0.0,2.46,0.0,1.84
EL PASO - 041602,1759,1475,32,160,8,37,4,27,83.85,1.82,9.1,0.45,2.1,0.23,1.53
EL PASO - 041603,1957,1397,148,218,0,39,115,82,71.38,7.56,11.14,0.0,1.99,5.88,4.19
EL PASO - 041604,2458,1197,549,540,0,23,0,134,48.7,22.34,21.97,0.0,0.94,0.0,5.45
EL PASO - 041605,2158,1237,215,595,0,28,18,63,57.32,9.96,27.57,0.0,1.3,0.83,2.92
EL PASO - 041606,1612,1068,105,281,0,29,59,39,66.25,6.51,17.43,0.0,1.8,3.66,2.42
EL PASO - 041610,2807,1719,185,735,4,80,0,95,61.24,6.59,26.18,0.14,2.85,0.0,3.38
EL PASO - 041611,2707,1077,346,997,3,40,0,224,39.79,12.78,36.83,0.11,1.48,0.0,8.27
EL PASO - 041612,2698,1231,234,909,1,109,0,187,45.63,8.67,33.69,0.04,4.04,0.0,6.93
EL PASO - 041613,2290,1526,178,560,4,21,0,29,66.64,7.77,24.45,0.17,0.92,0.0,1.27
EL PASO - 041614,2604,1199,402,931,0,0,0,72,46.04,15.44,35.75,0.0,0.0,0.0,2.76
EL PASO - 041615,2175,1127,216,673,19,9,0,135,51.82,9.93,30.94,0.87,0.41,0.0,6.21
EL PASO - 041616,2460,902,463,1030,0,52,0,60,36.67,18.82,41.87,0.0,2.11,0.0,2.44
EL PASO - 041619,1667,421,738,214,50,28,0,216,25.25,44.27,12.84,3.0,1.68,0.0,12.96
EL PASO - 041620,792,398,119,203,0,52,0,20,50.25,15.03,25.63,0.0,6.57,0.0,2.53
EL PASO - 041621,2823,1147,357,993,17,70,13,205,40.63,12.65,35.18,0.6,2.48,0.46,7.26
EL PASO - 041622,2474,1085,590,587,0,47,4,184,43.86,23.85,23.73,0.0,1.9,0.16,7.44
EL PASO - 041623,2953,1597,619,605,0,88,0,73,54.08,20.96,20.49,0.0,2.98,0.0,2.47
EL PASO - 041624,2815,1262,337,879,25,96,0,166,44.83,11.97,31.23,0.89,3.41,0.0,5.9
EL PASO - 041625,2287,733,254,838,0,345,0,144,32.05,11.11,36.64,0.0,15.09,0.0,6.3
EL PASO - 041626,2442,1030,394,650,4,261,0,95,42.18,16.13,26.62,0.16,10.69,0.0,3.89
EL PASO - 041627,1751,846,337,507,22,6,0,33,48.32,19.25,28.95,1.26,0.34,0.0,1.88
EL PASO - 041630,2065,1512,144,274,1,14,0,85,73.22,6.97,13.27,0.05,0.68,0.0,4.12
EL PASO - 041631,688,396,33,228,0,2,0,14,57.56,4.8,33.14,0.0,0.29,0.0,2.03
EL PASO - 041632,2885,1646,443,672,13,37,0,89,57.05,15.36,23.29,0.45,1.28,0.0,3.08
EL PASO - 041633,2054,1593,14,428,3,10,0,39,77.56,0.68,20.84,0.15,0.49,0.0,1.9
EL PASO - 041634,2018,1361,68,462,0,54,0,71,67.44,3.37,22.89,0.0,2.68,0.0,3.52
EL PASO - 041635,2060,1372,282,233,0,66,0,85,66.6,13.69,11.31,0.0,3.2,0.0,4.13
EL PASO - 041636,2395,1681,155,424,15,0,0,144,70.19,6.47,17.7,0.63,0.0,0.0,6.01
EL PASO - 041637,2380,1628,163,427,7,36,18,106,68.4,6.85,17.94,0.29,1.51,0.76,4.45
EL PASO - 041638,2201,1061,108,887,4,16,64,57,48.21,4.91,40.3,0.18,0.73,2.91,2.59
EL PASO - 041639,2726,1893,247,340,5,84,49,130,69.44,9.06,12.47,0.18,3.08,1.8,4.77
EL PASO - 041640,1703,1101,143,402,0,18,25,49,64.65,8.4,23.61,0.0,1.06,1.47,2.88
EL PASO - 041641,2077,1285,264,426,0,34,39,15,61.87,12.71,20.51,0.0,1.64,1.88,0.72
EL PASO - 041642,2654,1758,345,422,0,77,4,64,66.24,13.0,15.9,0.0,2.9,0.15,2.41
EL PASO - 041643,1564,949,174,203,0,110,8,92,60.68,11.13,12.98,0.0,7.03,0.51,5.88
EL PASO - 041644,1670,992,254,360,0,6,0,57,59.4,15.21,21.56,0.0,0.36,0.0,3.41
EL PASO - 041650,3262,1605,252,1049,11,139,50,120,49.2,7.73,32.16,0.34,4.26,1.53,3.68
EL PASO - 041651,4732,2390,619,1039,68,250,228,155,50.51,13.08,21.96,1.44,5.28,4.82,3.28
EL PASO - 041652,2141,955,459,481,1,68,27,124,44.61,21.44,22.47,0.05,3.18,1.26,5.79
EL PASO - 041653,272,175,11,29,15,24,10,10,64.34,4.04,10.66,5.51,8.82,3.68,3.68
EL PASO - 041721,1597,1345,14,148,0,40,0,29,84.22,0.88,9.27,0.0,2.5,0.0,1.82
EL PASO - 041722,1817,1660,0,105,0,45,0,7,91.36,0.0,5.78,0.0,2.48,0.0,0.39
EL PASO - 041723,2217,1677,150,297,0,62,0,60,75.64,6.77,13.4,0.0,2.8,0.0,2.71
EL PASO - 041724,2436,1994,32,315,0,82,0,18,81.86,1.31,12.93,0.0,3.37,0.0,0.74
EL PASO - 041725,2117,1710,13,289,0,55,0,50,80.77,0.61,13.65,0.0,2.6,0.0,2.36
EL PASO - 041726,1410,1322,14,54,0,9,0,10,93.76,0.99,3.83,0.0,0.64,0.0,0.71
EL PASO - 041727,2085,1732,8,244,14,109,0,2,83.07,0.38,11.7,0.67,5.23,0.0,0.1
EL PASO - 041728,2101,1899,0,76,0,52,0,75,90.39,0.0,3.62,0.0,2.48,0.0,3.57
EL PASO - 041729,2068,1764,29,207,10,28,0,4,85.3,1.4,10.01,0.48,1.35,0.0,0.19
EL PASO - 041730,2035,1536,12,247,0,103,12,128,75.48,0.59,12.14,0.0,5.06,0.59,6.29
EL PASO - 041740,1942,1757,2,132,0,1,8,44,90.47,0.1,6.8,0.0,0.05,0.41,2.27
EL PASO - 041741,535,476,0,60,0,0,0,1,88.97,0.0,11.21,0.0,0.0,0.0,0.19
EL PASO - 041742,1213,1073,2,138,0,5,0,0,88.46,0.16,11.38,0.0,0.41,0.0,0.0
EL PASO - 041743,1398,1285,0,64,17,19,5,16,91.92,0.0,4.58,1.22,1.36,0.36,1.14
EL PASO - 041744,1164,1100,2,45,3,1,0,1,94.5,0.17,3.87,0.26,0.09,0.0,0.09
EL PASO - 041745,242,208,1,14,1,6,0,7,85.95,0.41,5.79,0.41,2.48,0.0,2.89
EL PASO - 041800,11847,6687,1439,2629,125,306,18,643,56.44,12.15,22.19,1.06,2.58,0.15,5.43
EL PASO - 041801,3296,2128,317,543,17,95,108,98,64.56,9.62,16.47,0.52,2.88,3.28,2.97
EL PASO - 041802,2241,1497,90,551,5,28,0,125,66.8,4.02,24.59,0.22,1.25,0.0,5.58
EL PASO - 041803,1729,829,78,602,6,111,17,62,47.95,4.51,34.82,0.35,6.42,0.98,3.59
EL PASO - 041804,1156,829,70,222,0,9,0,27,71.71,6.06,19.2,0.0,0.78,0.0,2.34
EL PASO - 041805,2420,1469,311,448,0,100,0,72,60.7,12.85,18.51,0.0,4.13,0.0,2.98
EL PASO - 041806,1197,914,55,144,0,55,0,32,76.36,4.59,12.03,0.0,4.59,0.0,2.67
EL PASO - 041807,2620,1783,115,566,8,18,0,99,68.05,4.39,21.6,0.31,0.69,0.0,3.78
EL PASO - 041808,2454,1354,417,496,0,92,1,93,55.18,16.99,20.21,0.0,3.75,0.04,3.79
EL PASO - 041828,583,446,30,52,3,14,2,67,76.5,5.15,8.92,0.51,2.4,0.34,11.49
EL PASO - 041839,1180,1099,0,56,0,5,0,30,93.14,0.0,4.75,0.0,0.42,0.0,2.54
EL PASO - 041901,965,744,36,61,0,16,0,108,77.1,3.73,6.32,0.0,1.66,0.0,11.19
ELBERT - 039001,1285,1103,0,100,3,12,12,42,85.84,0.0,7.78,0.23,0.93,0.93,3.27
ELBERT - 039002,2042,1854,0,166,0,0,11,35,90.79,0.0,8.13,0.0,0.0,0.54,1.71
ELBERT - 039003,1486,1338,9,77,1,28,0,20,90.04,0.61,5.18,0.07,1.88,0.0,1.35
ELBERT - 039004,1743,1568,28,27,1,89,0,36,89.96,1.61,1.55,0.06,5.11,0.0,2.07
ELBERT - 039005,830,723,0,64,0,0,7,8,87.11,0.0,7.71,0.0,0.0,0.84,0.96
ELBERT - 039006,1848,1684,42,68,0,15,26,24,91.13,2.27,3.68,0.0,0.81,1.41,1.3
ELBERT - 039007,2017,1572,0,365,0,0,0,57,77.94,0.0,18.1,0.0,0.0,0.0,2.83
ELBERT - 039008,844,782,0,44,0,0,0,20,92.65,0.0,5.21,0.0,0.0,0.0,2.37
ELBERT - 039009,1999,1770,21,163,0,2,2,45,88.54,1.05,8.15,0.0,0.1,0.1,2.25
ELBERT - 039010,1582,1445,0,77,0,0,0,93,91.34,0.0,4.87,0.0,0.0,0.0,5.88
ELBERT - 039011,1026,941,0,47,7,0,0,26,91.72,0.0,4.58,0.68,0.0,0.0,2.53
ELBERT - 039012,985,895,0,71,15,0,0,1,90.86,0.0,7.21,1.52,0.0,0.0,0.1
ELBERT - 039013,1082,908,49,95,0,0,0,22,83.92,4.53,8.78,0.0,0.0,0.0,2.03
ELBERT - 039014,1838,1590,32,154,2,10,0,54,86.51,1.74,8.38,0.11,0.54,0.0,2.94
ELBERT - 039015,1098,1009,0,50,17,1,0,30,91.89,0.0,4.55,1.55,0.09,0.0,2.73
FREMONT - 043001,1052,736,5,223,0,0,7,38,69.96,0.48,21.2,0.0,0.0,0.67,3.61
FREMONT - 043002,1405,1071,3,240,0,15,0,132,76.23,0.21,17.08,0.0,1.07,0.0,9.4
FREMONT - 043003,1290,1119,0,113,0,0,0,40,86.74,0.0,8.76,0.0,0.0,0.0,3.1
FREMONT - 043004,1236,1030,0,166,0,36,0,13,83.33,0.0,13.43,0.0,2.91,0.0,1.05
FREMONT - 043005,929,742,5,138,1,6,0,20,79.87,0.54,14.85,0.11,0.65,0.0,2.15
FREMONT - 043006,840,618,0,207,0,0,0,27,73.57,0.0,24.64,0.0,0.0,0.0,3.21
FREMONT - 043007,3513,2076,535,603,172,18,0,100,59.09,15.23,17.16,4.9,0.51,0.0,2.85
FREMONT - 043008,999,915,23,63,10,1,0,2,91.59,2.3,6.31,1.0,0.1,0.0,0.2
FREMONT - 043009,997,800,0,122,22,0,0,0,80.24,0.0,12.24,2.21,0.0,0.0,0.0
FREMONT - 043010,1322,1160,48,109,17,3,0,24,87.75,3.63,8.25,1.29,0.23,0.0,1.82
FREMONT - 043011,1880,1680,0,156,20,11,0,33,89.36,0.0,8.3,1.06,0.59,0.0,1.76
FREMONT - 043012,2897,2160,91,509,24,0,0,25,74.56,3.14,17.57,0.83,0.0,0.0,0.86
FREMONT - 043013,1207,1213,0,49,15,0,0,5,100.5,0.0,4.06,1.24,0.0,0.0,0.41
FREMONT - 043014,1109,977,0,31,15,57,5,26,88.1,0.0,2.8,1.35,5.14,0.45,2.34
FREMONT - 043015,967,979,0,24,0,0,0,0,101.24,0.0,2.48,0.0,0.0,0.0,0.0
FREMONT - 043016,1357,1320,0,15,0,0,0,0,97.27,0.0,1.11,0.0,0.0,0.0,0.0
FREMONT - 043017,1158,1082,2,45,0,0,0,25,93.44,0.17,3.89,0.0,0.0,0.0,2.16
FREMONT - 043018,1626,1510,11,49,10,0,0,31,92.87,0.68,3.01,0.62,0.0,0.0,1.91
FREMONT - 043019,2100,1879,0,189,6,0,0,28,89.48,0.0,9.0,0.29,0.0,0.0,1.33
FREMONT - 043020,1494,1115,0,294,24,0,0,58,74.63,0.0,19.68,1.61,0.0,0.0,3.88
FREMONT - 043021,646,597,7,13,0,0,0,12,92.41,1.08,2.01,0.0,0.0,0.0,1.86
FREMONT - 043022,2030,1901,18,101,0,11,0,15,93.65,0.89,4.98,0.0,0.54,0.0,0.74
FREMONT - 043023,468,461,1,7,0,0,0,0,98.5,0.21,1.5,0.0,0.0,0.0,0.0
FREMONT - 043024,935,868,0,18,0,0,0,47,92.83,0.0,1.93,0.0,0.0,0.0,5.03
FREMONT - 043025,223,230,0,4,0,0,0,0,103.14,0.0,1.79,0.0,0.0,0.0,0.0
FREMONT - 043026,644,615,12,17,0,0,0,6,95.5,1.86,2.64,0.0,0.0,0.0,0.93
FREMONT - 043027,4794,2344,721,1444,190,58,0,29,48.89,15.04,30.12,3.96,1.21,0.0,0.6
FREMONT - 043028,224,201,0,17,0,17,0,0,89.73,0.0,7.59,0.0,7.59,0.0,0.0
FREMONT - 043029,643,563,6,36,0,0,0,20,87.56,0.93,5.6,0.0,0.0,0.0,3.11
FREMONT - 043030,1141,1057,26,39,6,0,0,19,92.64,2.28,3.42,0.53,0.0,0.0,1.67
GARFIELD - 045001,2408,1737,72,562,14,33,0,51,72.13,2.99,23.34,0.58,1.37,0.0,2.12
GARFIELD - 045002,1765,1526,19,147,0,43,0,1,86.46,1.08,8.33,0.0,2.44,0.0,0.06
GARFIELD - 045003,1939,1625,0,306,0,6,4,10,83.81,0.0,15.78,0.0,0.31,0.21,0.52
GARFIELD - 045004,1560,1382,17,116,5,2,0,39,88.59,1.09,7.44,0.32,0.13,0.0,2.5
GARFIELD - 045005,2270,1977,0,160,1,7,0,28,87.09,0.0,7.05,0.04,0.31,0.0,1.23
GARFIELD - 045006,1227,813,5,306,1,26,5,48,66.26,0.41,24.94,0.08,2.12,0.41,3.91
GARFIELD - 045007,657,531,19,72,5,5,0,43,80.82,2.89,10.96,0.76,0.76,0.0,6.54
GARFIELD - 045008,1156,859,0,309,0,11,0,8,74.31,0.0,26.73,0.0,0.95,0.0,0.69
GARFIELD - 045009,1285,1045,0,221,8,22,0,8,81.32,0.0,17.2,0.62,1.71,0.0,0.62
