precinct_id,target_id,target_type,weight,piece_area,covered_area,fallback_mode,fallback_county
080013101,07,congressional,1.0,3200945.750651142,3201021.2296001,native_vtd,
080013102,08,congressional,0.9228902172823359,32175979.479611177,34864362.92971098,native_vtd,
080013102,07,congressional,0.07710978271766415,2688383.450099798,34864362.92971098,native_vtd,
080013103,08,congressional,1.0,1066367.609049429,1066367.609049429,native_vtd,
080013104,08,congressional,1.0,46645567.77373607,46645567.77373607,native_vtd,
080013105,08,congressional,1.0,1618639.169782027,1618639.169782027,native_vtd,
080013106,08,congressional,1.0,6727025.232374035,6727025.232374035,native_vtd,
080013107,08,congressional,1.0,489933.6542177717,489933.6542177717,native_vtd,
080013108,08,congressional,1.0,723063.9795648869,723063.9795648869,native_vtd,
080013109,08,congressional,1.0,1318465.2404041109,1318465.2404041109,native_vtd,
080013110,08,congressional,1.0,924787.653658805,924787.653658805,native_vtd,
080013111,08,congressional,1.0,7302781.759289213,7302781.759289213,native_vtd,
080013112,07,congressional,1.0,6112409.342148929,6112409.342148929,native_vtd,
080013113,07,congressional,1.0,1877335.3474446477,1877336.848189147,native_vtd,
080013114,08,congressional,1.0,3041676.85279792,3041676.85279792,native_vtd,
080013115,08,congressional,1.0,104322.96089419429,104322.96089419429,native_vtd,
080013116,08,congressional,1.0,2259762.5281647453,2259762.5281647453,native_vtd,
080013117,08,congressional,1.0,773293.0507824947,773293.0507824947,native_vtd,
080013118,08,congressional,1.0,330004.03587852314,330004.03587852314,native_vtd,
080013119,08,congressional,1.0,1548971.2060883818,1548971.2060883818,native_vtd,
080013120,08,congressional,1.0,431315.0108637791,431315.0108637791,native_vtd,
080013121,08,congressional,1.0,1622116.7402815958,1622116.7402815958,native_vtd,
080013122,08,congressional,1.0,890042.8127986612,890042.8127986612,native_vtd,
080013123,08,congressional,1.0,5476969.016835295,5476969.016835295,native_vtd,
080013124,08,congressional,1.0,1203460.1963284528,1203460.1963284528,native_vtd,
080013201,08,congressional,1.0,455543.19521609676,455543.19521609676,native_vtd,
