precinct_id,target_id,target_type,weight,piece_area,covered_area,fallback_mode,fallback_county
080013101,033,state_house,1.0,3200945.750651142,3201021.2296001,native_vtd,
080013102,033,state_house,0.88755029082039,30908848.579592425,34864362.92971098,native_vtd,
080013102,029,state_house,0.11244970917961002,3916049.6816908056,34864362.92971098,native_vtd,
080013103,029,state_house,1.0,1066367.6090491791,1066367.609049429,native_vtd,
080013104,048,state_house,0.6490728791562889,30276371.90108051,46645567.77373607,native_vtd,
080013104,033,state_house,0.2597166022776507,12114627.943882685,46645567.77373607,native_vtd,
080013104,034,state_house,0.09121051856606043,4254566.274570091,46645567.77373607,native_vtd,
080013105,034,state_house,1.0,1618639.169782027,1618639.169782027,native_vtd,
080013106,034,state_house,0.5656141014624974,3804900.332324787,6727025.232374035,native_vtd,
080013106,033,state_house,0.43438589853750265,2922124.900049248,6727025.232374035,native_vtd,
080013107,034,state_house,1.0,489933.6542177717,489933.6542177717,native_vtd,
080013108,034,state_house,1.0,723063.9795648869,723063.9795648869,native_vtd,
080013109,034,state_house,1.0,1318465.2404040915,1318465.2404041109,native_vtd,
080013110,031,state_house,1.0,924787.653658805,924787.653658805,native_vtd,
080013111,031,state_house,0.6433471259004506,4697173.485363237,7302781.759289213,native_vtd,
080013111,048,state_house,0.3566528740995494,2603975.919460655,7302781.759289213,native_vtd,
080013112,033,state_house,1.0,6112409.342148929,6112409.342148929,native_vtd,
080013113,033,state_house,1.0,1877335.3474446477,1877336.848189147,native_vtd,
080013114,033,state_house,1.0,3041671.1760747638,3041676.85279792,native_vtd,
080013115,034,state_house,1.0,104322.96089419429,104322.96089419429,native_vtd,
080013116,034,state_house,1.0,2259762.528164742,2259762.5281647453,native_vtd,
080013117,031,state_house,1.0,773293.0507824947,773293.0507824947,native_vtd,
080013118,031,state_house,1.0,330004.03587852314,330004.03587852314,native_vtd,
080013119,034,state_house,1.0,1548971.2060883818,1548971.2060883818,native_vtd,
080013120,031,state_house,1.0,431310.45430045127,431315.0108637791,native_vtd,
080013121,034,state_house,1.0,1617875.8485650537,1622116.7402815958,native_vtd,
080013122,031,state_house,1.0,890042.8127986612,890042.8127986612,native_vtd,
080013123,034,state_house,1.0,5451579.965795802,5476969.016835295,native_vtd,
080013124,034,state_house,1.0,1203460.1963284528,1203460.1963284528,native_vtd,
080013201,031,state_house,1.0,453574.7746783508,455543.19521609676,native_vtd,
080013202,031,state_house,1.0,775431.6713618889,775431.6713618889,native_vtd,
080013203,031,state_house,1.0,1921355.7104595997,1921360.4970384962,native_vtd,
080013204,031,state_house,1.0,672286.5111204822,672286.5111204822,native_vtd,
080013205,031,state_house,1.0,524906.7598314977,524906.7598314977,native_vtd,
080013206,031,state_house,1.0,562204.4427116822,562204.4427116822,native_vtd,
080013207,031,state_house,1.0,367508.9401727028,367508.9401727028,native_vtd,
080013208,032,state_house,1.0,507961.3953866023,507992.8405019528,native_vtd,
080013209,031,state_house,1.0,887498.8949224709,887498.8949224709,native_vtd,
080013210,031,state_house,1.0,1009372.4823925853,1009372.4823925853,native_vtd,
080013211,031,state_house,1.0,1017431.4546850608,1017431.4546850608,native_vtd,
080013212,032,state_house,1.0,2089493.9189300754,2094032.3279622123,native_vtd,
080013213,031,state_house,1.0,931890.6949208879,931890.6949208879,native_vtd,
080013214,031,state_house,1.0,2190863.138734789,2190863.138734789,native_vtd,
080013215,031,state_house,1.0,3544489.6255600937,3544503.8212438305,native_vtd,
080013216,032,state_house,0.9176823410126068,9046390.432708338,9857866.963775499,native_vtd,
080013216,031,state_house,0.08231765898739316,811476.5310671603,9857866.963775499,native_vtd,
080013217,032,state_house,1.0,1279500.8385766405,1279500.8385766405,native_vtd,
080013218,032,state_house,1.0,1351912.1026412463,1351912.1026412463,native_vtd,
080013219,032,state_house,1.0,17578527.499864336,17595546.44614856,native_vtd,
080013220,032,state_house,1.0,993566.6730369073,993566.6730369073,native_vtd,
080013221,032,state_house,1.0,4027805.2543340526,4033599.4917153954,native_vtd,
080013222,032,state_house,1.0,741970.8887656673,741970.8887656673,native_vtd,
080013223,032,state_house,1.0,876294.0303749713,876294.0303749713,native_vtd,
080013224,032,state_house,1.0,921246.8304214033,921246.8304214033,native_vtd,
080013225,032,state_house,1.0,4479613.029973754,4482630.326145848,native_vtd,
080013226,032,state_house,1.0,1377997.6806844207,1377997.6806844207,native_vtd,
080013227,032,state_house,1.0,2531787.3223702502,2540571.0147481225,native_vtd,
080013228,031,state_house,1.0,386511.15743086825,386511.15743086825,native_vtd,
080013301,033,state_house,1.0,3870161.2424898823,3870161.2424898823,native_vtd,
080013302,033,state_house,1.0,1565180.4079889157,1565181.4645777512,native_vtd,
080013303,029,state_house,1.0,1910513.7598605515,1910542.0115704997,native_vtd,
080013304,029,state_house,0.8690295243339385,1103358.5310512495,1269644.4713968846,native_vtd,
080013304,033,state_house,0.13097047566606157,166285.9403456353,1269644.4713968846,native_vtd,
080013305,033,state_house,1.0,716896.0001460467,717378.5417672986,native_vtd,
080013306,029,state_house,1.0,1220992.0061238229,1221515.1170542804,native_vtd,
080013307,029,state_house,0.7508451251816585,2170042.2397370315,2890132.954132205,native_vtd,
080013307,033,state_house,0.24915487481834156,720090.7143951731,2890132.954132205,native_vtd,
080013308,029,state_house,1.0,950860.0768630834,950860.0768630834,native_vtd,
080013309,029,state_house,1.0,252946.9623081314,252946.9623081314,native_vtd,
080013310,034,state_house,0.7549768917544378,1270674.2288252485,1683063.737053485,native_vtd,
080013310,029,state_house,0.24502310824556212,412389.50822823634,1683063.737053485,native_vtd,
080013311,029,state_house,0.6369231894914446,843169.2259450614,1323816.1835782668,native_vtd,
080013311,034,state_house,0.3630768105085554,480646.95763320534,1323816.1835782668,native_vtd,
080013312,034,state_house,1.0,578209.3561640118,578415.9963422543,native_vtd,
080013313,034,state_house,1.0,390763.52905657527,390763.52905657527,native_vtd,
080013314,034,state_house,1.0,734040.1629980234,734040.1629980234,native_vtd,
080013315,034,state_house,0.9916763403917771,559025.9965815624,563718.1949512989,native_vtd,
080013315,031,state_house,0.008323659608222891,4692.198369736444,563718.1949512989,native_vtd,
080013316,034,state_house,1.0,997345.2907059517,997630.4517604939,native_vtd,
080013317,034,state_house,1.0,1910529.1620469186,1911553.3365864016,native_vtd,
080013318,034,state_house,1.0,926276.217983346,926276.217983346,native_vtd,
080013319,034,state_house,1.0,727289.3957529753,727289.3957529753,native_vtd,
080013320,034,state_house,1.0,495430.6263191147,495430.6263191147,native_vtd,
080013321,034,state_house,1.0,352540.2152304278,352540.2152304278,native_vtd,
080013322,034,state_house,1.0,467844.35252567375,467844.35252567375,native_vtd,
080013323,034,state_house,1.0,454111.85013914516,454111.85013914516,native_vtd,
080013324,034,state_house,1.0,648197.3198201789,648197.3198201789,native_vtd,
080013325,034,state_house,0.987856961546637,2396986.9872068204,2426451.4808439277,native_vtd,
080013325,031,state_house,0.012143038453362969,29464.493637107335,2426451.4808439277,native_vtd,
080013326,034,state_house,1.0,606828.1052944206,606835.165349429,native_vtd,
080013327,034,state_house,1.0,1403002.8326997412,1403002.8326997412,native_vtd,
080013328,034,state_house,1.0,552971.8853802542,552971.8853802542,native_vtd,
080013329,034,state_house,1.0,523699.27628588135,523699.27628588135,native_vtd,
080013330,034,state_house,0.9903551392364522,498385.74025335605,503239.41433534987,native_vtd,
080013330,031,state_house,0.00964486076354778,4853.6740819937795,503239.41433534987,native_vtd,
080013331,031,state_house,0.5973343999420342,1032056.164483452,1727769.5116564585,native_vtd,
080013331,034,state_house,0.4026656000579659,695713.3471730066,1727769.5116564585,native_vtd,
080013332,031,state_house,0.95662719235009,653910.9928760935,683558.8598204791,native_vtd,
080013332,034,state_house,0.04337280764991008,29647.86694438548,683558.8598204791,native_vtd,
080013333,031,state_house,1.0,1508548.4520100444,1508548.4520100444,native_vtd,
080013334,031,state_house,1.0,586526.2046725029,586526.2046725029,native_vtd,
080013335,031,state_house,1.0,317835.68338724406,317835.68338724406,native_vtd,
080013336,033,state_house,1.0,291375.5473096769,291375.5473096769,native_vtd,
080013337,033,state_house,1.0,670793.0372216312,670793.0372217713,native_vtd,
080013338,033,state_house,1.0,231748.31131469968,231748.31131469968,native_vtd,
080013339,029,state_house,1.0,4968335.997722521,4968454.067622358,native_vtd,
080013340,029,state_house,1.0,837972.5705749945,837972.5705749945,native_vtd,
080013341,031,state_house,1.0,417313.54087835917,417313.54087835917,native_vtd,
080013401,029,state_house,1.0,1021641.8748153498,1021641.8748153498,native_vtd,
080013402,029,state_house,1.0,893207.1481000725,893207.1481000725,native_vtd,
080013403,029,state_house,1.0,894831.0220675285,894831.0220675285,native_vtd,
080013404,029,state_house,1.0,943606.6512134207,943606.6512134207,native_vtd,
080013405,029,state_house,0.9891117730639023,1391508.1834038724,1406826.0244173366,native_vtd,
080013405,034,state_house,0.010888226936097782,15317.8410134642,1406826.0244173366,native_vtd,
080013406,029,state_house,1.0,378414.3828745993,378414.3828745993,native_vtd,
080013407,029,state_house,1.0,389721.5955155804,389721.59551584907,native_vtd,
080013408,035,state_house,1.0,656870.6671951247,656871.3812765591,native_vtd,
080013409,035,state_house,1.0,419035.7014304553,419035.7014304644,native_vtd,
080013410,035,state_house,0.9760086909093028,577599.9498239844,591797.957542633,native_vtd,
080013410,031,state_house,0.023991309090697244,14198.007718648634,591797.957542633,native_vtd,
080013411,035,state_house,1.0,942473.5031390063,942473.5031390066,native_vtd,
080013412,035,state_house,1.0,492542.1768050445,492542.1768050445,native_vtd,
080013413,031,state_house,0.9726891408054047,853617.8868420812,877598.0980282733,native_vtd,
080013413,034,state_house,0.02731085919459526,23967.61404597197,877598.0980282733,native_vtd,
080013414,031,state_house,1.0,407130.9929597167,407132.3555105463,native_vtd,
080013415,035,state_house,0.9945442323047183,291031.0065364257,292627.51427556085,native_vtd,
080013415,031,state_house,0.005455767695281705,1596.5077391351908,292627.51427556085,native_vtd,
080013417,031,state_house,1.0,917398.6348843856,917400.6802627338,native_vtd,
080013418,031,state_house,1.0,334003.47549364617,334003.47549364617,native_vtd,
080013419,035,state_house,0.8368827723838946,428784.1962074413,512358.73213882995,native_vtd,
080013419,031,state_house,0.1631172276161053,83574.53593138866,512358.73213882995,native_vtd,
080013420,031,state_house,0.8011070420783282,1109773.1133345559,1385299.6768173664,native_vtd,
080013420,034,state_house,0.19889295792167183,275526.29741016694,1385299.6768173664,native_vtd,
080013421,031,state_house,0.601386086405423,559682.978985794,930655.0178623272,native_vtd,
080013421,032,state_house,0.398613913594577,370972.03887653316,930655.0178623272,native_vtd,
080013422,035,state_house,1.0,186504.61914041213,186504.61914041213,native_vtd,
080013423,035,state_house,1.0,1042842.5289349238,1042842.5289349238,native_vtd,
080013424,035,state_house,0.894226325620565,430033.1102794541,480899.63128856063,native_vtd,
080013424,031,state_house,0.10577367437943504,50866.52100910658,480899.63128856063,native_vtd,
080013425,035,state_house,1.0,733096.3245767641,733096.3245767641,native_vtd,
080013426,035,state_house,0.9201157150844153,666007.8686150616,723830.6071888523,native_vtd,
080013426,031,state_house,0.07988428491558479,57822.68627765566,723830.6071888523,native_vtd,
080013427,035,state_house,1.0,875740.6594398898,875740.6594398904,native_vtd,
