precinct_id,top_weight,targets_touched,weight_sum,ambiguous,target_type,nhgis_adjustment_rate
080013101,1.0,1,1.0,False,congressional,0.36355438557186065
080013102,0.9228902172823359,2,1.0,False,congressional,0.36355438557186065
080013103,1.0,1,1.0,False,congressional,0.36355438557186065
080013104,1.0,1,1.0,False,congressional,0.36355438557186065
080013105,1.0,1,1.0,False,congressional,0.36355438557186065
080013106,1.0,1,1.0,False,congressional,0.36355438557186065
080013107,1.0,1,1.0,False,congressional,0.36355438557186065
080013108,1.0,1,1.0,False,congressional,0.36355438557186065
080013109,1.0,1,1.0,False,congressional,0.36355438557186065
080013110,1.0,1,1.0,False,congressional,0.36355438557186065
080013111,1.0,1,1.0,False,congressional,0.36355438557186065
080013112,1.0,1,1.0,False,congressional,0.36355438557186065
080013113,1.0,1,1.0,False,congressional,0.36355438557186065
080013114,1.0,1,1.0,False,congressional,0.36355438557186065
080013115,1.0,1,1.0,False,congressional,0.36355438557186065
080013116,1.0,1,1.0,False,congressional,0.36355438557186065
080013117,1.0,1,1.0,False,congressional,0.36355438557186065
080013118,1.0,1,1.0,False,congressional,0.36355438557186065
080013119,1.0,1,1.0,False,congressional,0.36355438557186065
080013120,1.0,1,1.0,False,congressional,0.36355438557186065
080013121,1.0,1,1.0,False,congressional,0.36355438557186065
080013122,1.0,1,1.0,False,congressional,0.36355438557186065
080013123,1.0,1,1.0,False,congressional,0.36355438557186065
080013124,1.0,1,1.0,False,congressional,0.36355438557186065
080013201,1.0,1,1.0,False,congressional,0.36355438557186065
080013202,1.0,1,1.0,False,congressional,0.36355438557186065
080013203,1.0,1,1.0,False,congressional,0.36355438557186065
080013204,1.0,1,1.0,False,congressional,0.36355438557186065
080013205,1.0,1,1.0,False,congressional,0.36355438557186065
080013206,1.0,1,1.0,False,congressional,0.36355438557186065
080013207,1.0,1,1.0,False,congressional,0.36355438557186065
080013208,1.0,1,1.0,False,congressional,0.36355438557186065
080013209,1.0,1,1.0,False,congressional,0.36355438557186065
080013210,1.0,1,1.0,False,congressional,0.36355438557186065
080013211,1.0,1,1.0,False,congressional,0.36355438557186065
080013212,1.0,1,1.0,False,congressional,0.36355438557186065
080013213,1.0,1,1.0,False,congressional,0.36355438557186065
080013214,1.0,1,1.0,False,congressional,0.36355438557186065
080013215,1.0,1,1.0,False,congressional,0.36355438557186065
080013216,1.0,1,1.0,False,congressional,0.36355438557186065
080013217,1.0,1,1.0,False,congressional,0.36355438557186065
080013218,1.0,1,1.0,False,congressional,0.36355438557186065
080013219,1.0,1,1.0,False,congressional,0.36355438557186065
080013220,1.0,1,1.0,False,congressional,0.36355438557186065
080013221,1.0,1,1.0,False,congressional,0.36355438557186065
080013222,1.0,1,1.0,False,congressional,0.36355438557186065
080013223,1.0,1,1.0,False,congressional,0.36355438557186065
080013224,1.0,1,1.0,False,congressional,0.36355438557186065
080013225,1.0,1,1.0,False,congressional,0.36355438557186065
080013226,1.0,1,1.0,False,congressional,0.36355438557186065
080013227,1.0,1,1.0,False,congressional,0.36355438557186065
080013228,1.0,1,1.0,False,congressional,0.36355438557186065
080013301,1.0,1,1.0,False,congressional,0.36355438557186065
080013302,1.0,1,1.0,False,congressional,0.36355438557186065
080013303,1.0,1,1.0,False,congressional,0.36355438557186065
080013304,0.8690295243339385,2,1.0,False,congressional,0.36355438557186065
080013305,1.0,1,1.0,False,congressional,0.36355438557186065
080013306,1.0,1,1.0,False,congressional,0.36355438557186065
080013307,0.7508451251816585,2,1.0,False,congressional,0.36355438557186065
080013308,1.0,1,1.0,False,congressional,0.36355438557186065
080013309,1.0,1,1.0,False,congressional,0.36355438557186065
080013310,1.0,1,1.0,False,congressional,0.36355438557186065
080013311,1.0,1,1.0,False,congressional,0.36355438557186065
080013312,1.0,1,1.0,False,congressional,0.36355438557186065
080013313,1.0,1,1.0,False,congressional,0.36355438557186065
080013314,1.0,1,1.0,False,congressional,0.36355438557186065
080013315,1.0,1,1.0,False,congressional,0.36355438557186065
080013316,1.0,1,1.0,False,congressional,0.36355438557186065
080013317,1.0,1,1.0,False,congressional,0.36355438557186065
080013318,1.0,1,1.0,False,congressional,0.36355438557186065
080013319,1.0,1,1.0,False,congressional,0.36355438557186065
080013320,1.0,1,1.0,False,congressional,0.36355438557186065
080013321,1.0,1,1.0,False,congressional,0.36355438557186065
080013322,1.0,1,1.0,False,congressional,0.36355438557186065
080013323,1.0,1,1.0,False,congressional,0.36355438557186065
080013324,1.0,1,1.0,False,congressional,0.36355438557186065
080013325,1.0,1,1.0,False,congressional,0.36355438557186065
080013326,1.0,1,1.0,False,congressional,0.36355438557186065
080013327,1.0,1,1.0,False,congressional,0.36355438557186065
080013328,1.0,1,1.0,False,congressional,0.36355438557186065
080013329,1.0,1,1.0,False,congressional,0.36355438557186065
080013330,1.0,1,1.0,False,congressional,0.36355438557186065
080013331,1.0,1,1.0,False,congressional,0.36355438557186065
080013332,1.0,1,1.0,False,congressional,0.36355438557186065
080013333,1.0,1,1.0,False,congressional,0.36355438557186065
080013334,1.0,1,1.0,False,congressional,0.36355438557186065
080013335,1.0,1,1.0,False,congressional,0.36355438557186065
080013336,1.0,1,1.0,False,congressional,0.36355438557186065
080013337,1.0,1,1.0,False,congressional,0.36355438557186065
080013338,1.0,1,1.0,False,congressional,0.36355438557186065
080013339,1.0,1,1.0,False,congressional,0.36355438557186065
080013340,1.0,1,1.0,False,congressional,0.36355438557186065
080013341,1.0,1,1.0,False,congressional,0.36355438557186065
080013401,1.0,1,1.0,False,congressional,0.36355438557186065
080013402,1.0,1,1.0,False,congressional,0.36355438557186065
080013403,1.0,1,1.0,False,congressional,0.36355438557186065
080013404,1.0,1,1.0,False,congressional,0.36355438557186065
080013405,1.0,1,1.0,False,congressional,0.36355438557186065
080013406,1.0,1,1.0,False,congressional,0.36355438557186065
080013407,1.0,1,1.0,False,congressional,0.36355438557186065
080013408,1.0,1,1.0,False,congressional,0.36355438557186065
080013409,1.0,1,1.0,False,congressional,0.36355438557186065
080013410,1.0,1,1.0,False,congressional,0.36355438557186065
080013411,1.0,1,1.0,False,congressional,0.36355438557186065
080013412,1.0,1,1.0,False,congressional,0.36355438557186065
080013413,1.0,1,1.0,False,congressional,0.36355438557186065
080013414,1.0,1,1.0,False,congressional,0.36355438557186065
080013415,1.0,1,1.0,False,congressional,0.36355438557186065
080013417,1.0,1,1.0,False,congressional,0.36355438557186065
080013418,1.0,1,1.0,False,congressional,0.36355438557186065
080013419,1.0,1,1.0,False,congressional,0.36355438557186065
080013420,1.0,1,1.0,False,congressional,0.36355438557186065
080013421,1.0,1,1.0,False,congressional,0.36355438557186065
080013422,1.0,1,1.0,False,congressional,0.36355438557186065
080013423,1.0,1,1.0,False,congressional,0.36355438557186065
080013424,1.0,1,1.0,False,congressional,0.36355438557186065
080013425,1.0,1,1.0,False,congressional,0.36355438557186065
080013426,1.0,1,1.0,False,congressional,0.36355438557186065
080013427,1.0,1,1.0,False,congressional,0.36355438557186065
080013428,1.0,1,1.0,False,congressional,0.36355438557186065
080013429,1.0,1,1.0,False,congressional,0.36355438557186065
080013430,1.0,1,1.0,False,congressional,0.36355438557186065
080013431,1.0,1,1.0,False,congressional,0.36355438557186065
080013432,1.0,1,1.0,False,congressional,0.36355438557186065
080013433,1.0,1,1.0,False,congressional,0.36355438557186065
080013501,1.0,1,1.0,False,congressional,0.36355438557186065
