precinct_id,top_weight,targets_touched,weight_sum,ambiguous,target_type
08001001069,0.9999999999999098,2,0.9999999999999999,False,congressional
08001001070,0.9999999999999969,2,1.0,False,congressional
08001001071,0.9999999999999928,2,1.0,False,congressional
08001001072,1.0,1,1.0,False,congressional
08001001073,0.9999999999999997,2,1.0,False,congressional
08001001074,1.0,1,1.0,False,congressional
08001001075,1.0,1,1.0,False,congressional
08001001076,1.0,1,1.0,False,congressional
08001001077,1.0,1,1.0,False,congressional
08001001078,1.0,1,1.0,False,congressional
08001001079,1.0,1,1.0,False,congressional
08001001080,1.0,1,1.0,False,congressional
08001001081,1.0,1,1.0,False,congressional
08001001082,1.0,1,1.0,False,congressional
08001001083,1.0,1,1.0,False,congressional
08001001084,1.0,1,1.0,False,congressional
08001001085,1.0,1,1.0,False,congressional
08001001086,1.0,1,1.0,False,congressional
08001001087,1.0,1,1.0,False,congressional
08001001088,1.0,1,1.0,False,congressional
08001001089,1.0,1,1.0,False,congressional
08001001090,1.0,1,1.0,False,congressional
08001001091,1.0,1,1.0,False,congressional
08001001092,1.0,1,1.0,False,congressional
08001001093,1.0,1,1.0,False,congressional
08001001094,1.0,1,1.0,False,congressional
08001001095,1.0,1,1.0,False,congressional
08001001096,1.0,1,1.0,False,congressional
08001001097,1.0,1,1.0,False,congressional
08001001098,1.0,1,1.0,False,congressional
08001001099,1.0,1,1.0,False,congressional
08001001100,1.0,1,1.0,False,congressional
08001001101,1.0,1,1.0,False,congressional
08001001102,1.0,1,1.0,False,congressional
08001001103,1.0,1,1.0,False,congressional
08001001104,1.0,1,1.0,False,congressional
08001001105,1.0,1,1.0,False,congressional
08001001106,1.0,1,1.0,False,congressional
08001001107,1.0,1,1.0,False,congressional
08001001108,1.0,1,1.0,False,congressional
08001001109,1.0,1,1.0,False,congressional
08001001110,1.0,1,1.0,False,congressional
08001001111,1.0,1,1.0,False,congressional
08001001112,1.0,1,1.0,False,congressional
08001001113,1.0,1,1.0,False,congressional
08001001114,1.0,1,1.0,False,congressional
08001001115,1.0,1,1.0,False,congressional
08001001116,1.0,1,1.0,False,congressional
08001001117,1.0,1,1.0,False,congressional
08001001118,1.0,1,1.0,False,congressional
08001001119,1.0,1,1.0,False,congressional
08001001120,1.0,1,1.0,False,congressional
08001001121,1.0,1,1.0,False,congressional
08001001122,0.9999999999999639,2,1.0000000000000002,False,congressional
08001001123,0.9999999999999346,2,1.0,False,congressional
08001001124,0.9999999999999439,2,1.0,False,congressional
08001001125,1.0,1,1.0,False,congressional
08001001126,1.0,1,1.0,False,congressional
08001001127,1.0,1,1.0,False,congressional
08001001128,1.0,1,1.0,False,congressional
08001001129,0.9999999999999845,2,1.0,False,congressional
08001001130,1.0,1,1.0,False,congressional
08001001131,1.0,1,1.0,False,congressional
08001001132,1.0,1,1.0,False,congressional
08001001133,1.0,1,1.0,False,congressional
08001001134,1.0,1,1.0,False,congressional
08001001135,1.0,1,1.0,False,congressional
08001001136,1.0,1,1.0,False,congressional
08001001137,1.0,1,1.0,False,congressional
08001001138,1.0,1,1.0,False,congressional
08001001139,1.0,1,1.0,False,congressional
08001001140,1.0,1,1.0,False,congressional
08001001141,1.0,1,1.0,False,congressional
08001001142,1.0,1,1.0,False,congressional
08001001143,1.0,1,1.0,False,congressional
08001001144,1.0,1,1.0,False,congressional
08001001145,1.0,1,1.0,False,congressional
08001001146,1.0,1,1.0,False,congressional
08001001147,1.0,1,1.0,False,congressional
08001001148,1.0,1,1.0,False,congressional
08001001149,1.0,1,1.0,False,congressional
08001001150,1.0,1,1.0,False,congressional
08001001151,1.0,1,1.0,False,congressional
08001001152,1.0,1,1.0,False,congressional
08001001153,1.0,1,1.0,False,congressional
08001001154,1.0,1,1.0,False,congressional
08001001155,1.0,1,1.0,False,congressional
08001001156,1.0,1,1.0,False,congressional
08001001157,1.0,1,1.0,False,congressional
08001001158,1.0,1,1.0,False,congressional
08001001159,1.0,1,1.0,False,congressional
08001001160,1.0,1,1.0,False,congressional
08001001161,1.0,1,1.0,False,congressional
08001001162,1.0,1,1.0,False,congressional
08001001163,1.0,1,1.0,False,congressional
08001001164,1.0,1,1.0,False,congressional
08001001165,1.0,1,1.0,False,congressional
08001001166,1.0,1,1.0,False,congressional
08001001167,1.0,1,1.0,False,congressional
08001001168,1.0,1,1.0,False,congressional
08001001169,1.0,1,1.0,False,congressional
08001001170,1.0,1,1.0,False,congressional
08001001171,1.0,1,1.0,False,congressional
08001001172,1.0,1,1.0,False,congressional
08001001173,1.0,1,1.0,False,congressional
08001001174,1.0,1,1.0,False,congressional
08001001175,1.0,1,1.0,False,congressional
08001001176,1.0,1,1.0,False,congressional
08001001177,1.0,1,1.0,False,congressional
08001001178,1.0,1,1.0,False,congressional
08001001179,1.0,1,1.0,False,congressional
08001001180,1.0,1,1.0,False,congressional
08001001181,1.0,1,1.0,False,congressional
08001001182,1.0,1,1.0,False,congressional
08001001183,1.0,1,1.0,False,congressional
08001001184,1.0,1,1.0,False,congressional
08001001185,1.0,1,1.0,False,congressional
08001001186,1.0,1,1.0,False,congressional
08001001187,1.0,1,1.0,False,congressional
08001001188,1.0,1,1.0,False,congressional
08001001189,1.0,1,1.0,False,congressional
08001001190,1.0,1,1.0,False,congressional
08001001191,1.0,1,1.0,False,congressional
08001001192,1.0,1,1.0,False,congressional
08001001193,1.0,1,1.0,False,congressional
08001001194,1.0,1,1.0,False,congressional
08001001195,1.0,1,1.0,False,congressional
08001001196,1.0,1,1.0,False,congressional
08001001197,1.0,1,1.0,False,congressional
08001001198,1.0,1,1.0,False,congressional
08001001199,1.0,1,1.0,False,congressional
08001001200,1.0,1,1.0,False,congressional
08001001201,1.0,1,1.0,False,congressional
08001001202,1.0,1,1.0,False,congressional
08001001203,1.0,1,1.0,False,congressional
08001001204,1.0,1,1.0,False,congressional
08001001205,1.0,1,1.0,False,congressional
08001001206,1.0,1,1.0,False,congressional
08001001207,1.0,1,1.0,False,congressional
08001001208,1.0,1,1.0,False,congressional
08001001209,1.0,1,1.0,False,congressional
08001001210,1.0,1,1.0,False,congressional
08001001211,1.0,1,1.0,False,congressional
08001001212,1.0,1,1.0,False,congressional
08001001213,1.0,1,1.0,False,congressional
08001001214,1.0,1,1.0,False,congressional
08001001215,1.0,1,1.0,False,congressional
08001001216,1.0,1,1.0,False,congressional
08001001217,1.0,1,1.0,False,congressional
08001001218,1.0,1,1.0,False,congressional
08001001219,1.0,1,1.0,False,congressional
08001001220,1.0,1,1.0,False,congressional
08001001221,1.0,1,1.0,False,congressional
08001001222,1.0,1,1.0,False,congressional
08001001223,0.9999999999998858,2,0.9999999999999999,False,congressional
08001001224,0.999999999999956,2,1.0,False,congressional
08001001225,0.9999999999999908,2,0.9999999999999999,False,congressional
08001001226,1.0,1,1.0,False,congressional
08001001227,1.0,1,1.0,False,congressional
08001001228,0.9526517499068148,2,0.9999999999999999,False,congressional
08001001229,1.0,1,1.0,False,congressional
08001001230,1.0,1,1.0,False,congressional
08001001231,1.0,1,1.0,False,congressional
08001001232,1.0,1,1.0,False,congressional
08001001233,0.999999999999976,2,0.9999999999999999,False,congressional
08001001234,0.9999999999999996,2,1.0,False,congressional
08001001235,1.0,1,1.0,False,congressional
08001001236,1.0,1,1.0,False,congressional
08001001237,0.9999999999999895,2,1.0,False,congressional
08001001238,1.0,1,1.0,False,congressional
08001001239,1.0,1,1.0,False,congressional
08001001240,0.9999999999999951,2,1.0,False,congressional
08001001241,0.999999895481645,2,0.9999999999999999,False,congressional
08001001242,0.562212679397512,3,1.0,True,congressional
08001001243,0.8362637844853632,2,1.0,False,congressional
08001001244,1.0,1,1.0,False,congressional
08001001245,0.9542984249002364,2,1.0000000000000002,False,congressional
08001001246,0.9114512486799462,2,1.0,False,congressional
08001001247,1.0,1,1.0,False,congressional
08001001248,1.0,1,1.0,False,congressional
08001001249,1.0,1,1.0,False,congressional
08001001250,1.0,1,1.0,False,congressional
08001001251,1.0,1,1.0,False,congressional
08001001252,1.0,1,1.0,False,congressional
08001001253,1.0,1,1.0,False,congressional
08001001254,1.0,1,1.0,False,congressional
08001001255,1.0,1,1.0,False,congressional
08003003001,1.0,1,1.0,False,congressional
08003003002,1.0,1,1.0,False,congressional
08003003003,1.0,1,1.0,False,congressional
08003003004,1.0,1,1.0,False,congressional
08003003005,1.0,1,1.0,False,congressional
08003003006,1.0,1,1.0,False,congressional
08003003007,1.0,1,1.0,False,congressional
08003003008,1.0,1,1.0,False,congressional
08005005101,0.999999999999974,2,0.9999999999999998,False,congressional
08005005102,0.9999999999999631,2,0.9999999999999999,False,congressional
08005005103,0.9999999999999901,2,0.9999999999999999,False,congressional
08005005104,0.9999999999999744,2,0.9999999999999999,False,congressional
08005005105,1.0,1,1.0,False,congressional
08005005106,1.0,1,1.0,False,congressional
08005005107,1.0,1,1.0,False,congressional
08005005108,1.0,1,1.0,False,congressional
08005005109,1.0,1,1.0,False,congressional
08005005110,1.0,1,1.0,False,congressional
08005005111,1.0,1,1.0,False,congressional
08005005112,1.0,1,1.0,False,congressional
08005005113,0.9999999999996829,2,1.0,False,congressional
08005005114,1.0,1,1.0,False,congressional
08005005115,1.0,1,1.0,False,congressional
08005005116,1.0,1,1.0,False,congressional
08005005117,1.0,1,1.0,False,congressional
08005005118,1.0,1,1.0,False,congressional
08005005119,1.0,1,1.0,False,congressional
08005005120,1.0,1,1.0,False,congressional
08005005121,1.0,1,1.0,False,congressional
08005005122,0.9999999999997201,2,0.9999999999999999,False,congressional
08005005123,1.0,1,1.0,False,congressional
08005005124,1.0,1,1.0,False,congressional
08005005125,1.0,1,1.0,False,congressional
08005005126,1.0,1,1.0,False,congressional
08005005127,1.0,1,1.0,False,congressional
08005005128,1.0,1,1.0,False,congressional
08005005129,1.0,1,1.0,False,congressional
08005005130,1.0,1,1.0,False,congressional
08005005131,1.0,1,1.0,False,congressional
08005005132,1.0,1,1.0,False,congressional
08005005133,1.0,1,1.0,False,congressional
08005005134,1.0,1,1.0,False,congressional
08005005135,0.9999999999999366,2,1.0,False,congressional
08005005136,1.0,1,1.0,False,congressional
08005005137,1.0,1,1.0,False,congressional
08005005138,1.0,1,1.0,False,congressional
08005005139,1.0,1,1.0,False,congressional
08005005140,1.0,1,1.0,False,congressional
08005005141,1.0,1,1.0,False,congressional
08005005142,1.0,1,1.0,False,congressional
08005005143,1.0,1,1.0,False,congressional
08005005144,0.9999999999999991,2,1.0000000000000002,False,congressional
08005005145,1.0,1,1.0,False,congressional
08005005146,1.0,1,1.0,False,congressional
08005005147,1.0,1,1.0,False,congressional
08005005148,1.0,1,1.0,False,congressional
08005005149,1.0,1,1.0,False,congressional
08005005150,1.0,1,1.0,False,congressional
08005005151,1.0,1,1.0,False,congressional
08005005152,1.0,1,1.0,False,congressional
08005005153,1.0,1,1.0,False,congressional
08005005154,1.0,1,1.0,False,congressional
08005005155,1.0,1,1.0,False,congressional
08005005156,1.0,1,1.0,False,congressional
08005005157,1.0,1,1.0,False,congressional
08005005158,1.0,1,1.0,False,congressional
08005005159,1.0,1,1.0,False,congressional
08005005160,1.0,1,1.0,False,congressional
08005005161,1.0,1,1.0,False,congressional
08005005162,1.0,1,1.0,False,congressional
08005005163,1.0,1,1.0,False,congressional
08005005164,1.0,1,1.0,False,congressional
08005005165,1.0,1,1.0,False,congressional
08005005166,1.0,1,1.0,False,congressional
08005005167,1.0,1,1.0,False,congressional
08005005168,1.0,1,1.0,False,congressional
08005005169,1.0,1,1.0,False,congressional
08005005170,0.9999999999999422,2,1.0,False,congressional
08005005171,1.0,1,1.0,False,congressional
08005005172,1.0,1,1.0,False,congressional
08005005173,1.0,1,1.0,False,congressional
08005005174,1.0,1,1.0,False,congressional
08005005175,0.9999999999998067,2,1.0,False,congressional
08005005176,0.9999999999996223,2,1.0,False,congressional
08005005177,1.0,1,1.0,False,congressional
08005005178,1.0,1,1.0,False,congressional
08005005179,1.0,1,1.0,False,congressional
08005005180,1.0,1,1.0,False,congressional
08005005181,1.0,1,1.0,False,congressional
08005005182,1.0,1,1.0,False,congressional
08005005183,1.0,1,1.0,False,congressional
08005005184,1.0,1,1.0,False,congressional
08005005185,1.0,1,1.0,False,congressional
08005005186,1.0,1,1.0,False,congressional
08005005187,1.0,1,1.0,False,congressional
08005005188,1.0,1,1.0,False,congressional
08005005189,1.0,1,1.0,False,congressional
08005005190,0.9999999999994718,2,1.0,False,congressional
08005005191,0.999999999999489,2,0.9999999999999999,False,congressional
08005005192,1.0,1,1.0,False,congressional
08005005193,1.0,1,1.0,False,congressional
08005005194,1.0,1,1.0,False,congressional
08005005195,1.0,1,1.0,False,congressional
08005005196,1.0,1,1.0,False,congressional
08005005197,1.0,1,1.0,False,congressional
08005005201,1.0,1,1.0,False,congressional
08005005202,1.0,1,1.0,False,congressional
08005005203,1.0,1,1.0,False,congressional
08005005204,1.0,1,1.0,False,congressional
08005005205,1.0,1,1.0,False,congressional
08005005206,1.0,1,1.0,False,congressional
08005005207,1.0,1,1.0,False,congressional
08005005208,1.0,1,1.0,False,congressional
08005005209,1.0,1,1.0,False,congressional
08005005210,1.0,1,1.0,False,congressional
08005005211,1.0,1,1.0,False,congressional
08005005212,1.0,1,1.0,False,congressional
08005005213,1.0,1,1.0,False,congressional
08005005214,1.0,1,1.0,False,congressional
08005005215,1.0,1,1.0,False,congressional
08005005216,1.0,1,1.0,False,congressional
08005005217,0.9999999999997673,2,1.0,False,congressional
08005005218,1.0,1,1.0,False,congressional
08005005219,1.0,1,1.0,False,congressional
08005005220,1.0,1,1.0,False,congressional
08005005221,1.0,1,1.0,False,congressional
08005005222,1.0,1,1.0,False,congressional
08005005223,1.0,1,1.0,False,congressional
08005005224,1.0,1,1.0,False,congressional
08005005225,1.0,1,1.0,False,congressional
08005005226,1.0,1,1.0,False,congressional
08005005227,1.0,1,1.0,False,congressional
08005005228,1.0,1,1.0,False,congressional
08005005229,0.9999999999999993,2,1.0,False,congressional
08005005230,1.0,1,1.0,False,congressional
08005005231,0.9999999999999987,2,1.0,False,congressional
08005005232,0.9999999999999969,2,1.0,False,congressional
08005005233,1.0,1,1.0,False,congressional
08005005234,1.0,1,1.0,False,congressional
08005005235,1.0,1,1.0,False,congressional
08005005236,1.0,1,1.0,False,congressional
08005005237,1.0,1,1.0,False,congressional
08005005238,1.0,1,1.0,False,congressional
08005005239,1.0,1,1.0,False,congressional
08005005240,0.9999999999999648,2,0.9999999999999999,False,congressional
08005005241,0.9999999999996865,2,1.0,False,congressional
08005005242,1.0,1,1.0,False,congressional
08005005243,0.9999999999999691,2,1.0,False,congressional
08005005244,1.0,1,1.0,False,congressional
08005005245,1.0,1,1.0,False,congressional
08005005246,1.0,1,1.0,False,congressional
08005005247,1.0,1,1.0,False,congressional
08005005248,1.0,1,1.0,False,congressional
08005005249,1.0,1,1.0,False,congressional
08005005250,1.0,1,1.0,False,congressional
08005005251,1.0,1,1.0,False,congressional
08005005252,1.0,1,1.0,False,congressional
08005005253,0.999999999999987,2,1.0,False,congressional
08005005254,0.999999999999999,2,1.0,False,congressional
08005005255,0.995773441782918,2,0.9999999999999998,False,congressional
08005005256,1.0,1,1.0,False,congressional
08005005257,1.0,1,1.0,False,congressional
08005005258,1.0,1,1.0,False,congressional
08005005259,1.0,1,1.0,False,congressional
08005005260,0.9999999999995541,2,1.0,False,congressional
08005005261,1.0,1,1.0,False,congressional
08005005262,1.0,1,1.0,False,congressional
08005005263,1.0,1,1.0,False,congressional
08005005264,1.0,1,1.0,False,congressional
08005005265,1.0,1,1.0,False,congressional
08005005266,1.0,1,1.0,False,congressional
08005005267,1.0,1,1.0,False,congressional
08005005268,1.0,1,1.0,False,congressional
08005005269,1.0,1,1.0,False,congressional
08005005270,1.0,1,1.0,False,congressional
08005005271,1.0,1,1.0,False,congressional
08005005272,1.0,1,1.0,False,congressional
08005005273,1.0,1,1.0,False,congressional
08005005274,1.0,1,1.0,False,congressional
08005005275,1.0,1,1.0,False,congressional
08005005276,1.0,1,1.0,False,congressional
08005005277,1.0,1,1.0,False,congressional
08005005278,1.0,1,1.0,False,congressional
08005005279,1.0,1,1.0,False,congressional
08005005280,1.0,1,1.0,False,congressional
08005005281,1.0,1,1.0,False,congressional
08005005282,1.0,1,1.0,False,congressional
08005005283,1.0,1,1.0,False,congressional
08005005284,1.0,1,1.0,False,congressional
08005005285,1.0,1,1.0,False,congressional
08005005286,0.9999999999999717,2,1.0000000000000002,False,congressional
08005005301,1.0,1,1.0,False,congressional
08005005302,1.0,1,1.0,False,congressional
08005005303,1.0,1,1.0,False,congressional
08005005304,1.0,1,1.0,False,congressional
08005005305,1.0,1,1.0,False,congressional
08005005306,1.0,1,1.0,False,congressional
08005005307,1.0,1,1.0,False,congressional
08005005308,1.0,1,1.0,False,congressional
08005005309,1.0,1,1.0,False,congressional
08005005310,1.0,1,1.0,False,congressional
08005005311,1.0,1,1.0,False,congressional
08005005312,1.0,1,1.0,False,congressional
08005005313,1.0,1,1.0,False,congressional
08005005314,1.0,1,1.0,False,congressional
08005005315,1.0,1,1.0,False,congressional
08005005316,1.0,1,1.0,False,congressional
08005005317,1.0,1,1.0,False,congressional
08005005318,0.8930174951482643,2,1.0,False,congressional
08005005319,1.0,1,1.0,False,congressional
08005005320,1.0,1,1.0,False,congressional
08005005321,1.0,1,1.0,False,congressional
08005005322,1.0,1,1.0,False,congressional
08005005323,1.0,1,1.0,False,congressional
08005005324,1.0,1,1.0,False,congressional
08005005325,1.0,1,1.0,False,congressional
08005005326,0.9999999999999941,2,1.0,False,congressional
08005005327,1.0,1,1.0,False,congressional
08005005328,1.0,1,1.0,False,congressional
08005005329,1.0,1,1.0,False,congressional
08005005330,0.9998896585004742,2,1.0,False,congressional
08005005331,1.0,1,1.0,False,congressional
08005005332,1.0,1,1.0,False,congressional
08005005333,0.69234128823751,2,1.0,False,congressional
08005005334,0.9310109849656384,2,1.0,False,congressional
08005005335,0.9999999999998624,2,1.0,False,congressional
08005005336,1.0,1,1.0,False,congressional
08005005337,1.0,1,1.0,False,congressional
08005005338,0.9999999999999217,2,1.0,False,congressional
08005005339,0.9999999999999504,2,1.0,False,congressional
08005005340,1.0,1,1.0,False,congressional
08005005341,0.9543405874965226,2,1.0,False,congressional
08005005342,0.5374699956430378,2,0.9999999999999999,True,congressional
08005005343,0.999999999999999,2,1.0,False,congressional
08005005344,0.9999999999999881,2,0.9999999999999999,False,congressional
08005005345,1.0,1,1.0,False,congressional
08005005346,1.0,1,1.0,False,congressional
08005005347,1.0,1,1.0,False,congressional
08005005348,0.9998714986876066,2,0.9999999999999999,False,congressional
08005005349,0.9995854618961164,2,1.0000000000000002,False,congressional
08005005350,0.9992466353794319,2,0.9999999999999999,False,congressional
08005005351,0.996909733669019,2,1.0,False,congressional
08005005352,1.0,1,1.0,False,congressional
08005005353,1.0,1,1.0,False,congressional
08005005354,1.0,1,1.0,False,congressional
08005005355,1.0,1,1.0,False,congressional
08005005356,1.0,1,1.0,False,congressional
08005005357,0.9995458299391355,2,0.9999999999999999,False,congressional
08005005358,0.6002933077099867,2,1.0000000000000002,False,congressional
08005005359,0.9959274220265287,2,1.0,False,congressional
08005005360,0.8579109214605228,2,0.9999999999999999,False,congressional
08005005361,0.5145840020505421,2,1.0,True,congressional
08005005362,0.9601349423585481,2,0.9999999999999999,False,congressional
08005005363,1.0,1,1.0,False,congressional
08005005364,1.0,1,1.0,False,congressional
08005005365,1.0,1,1.0,False,congressional
08005005366,1.0,1,1.0,False,congressional
08005005367,1.0,1,1.0,False,congressional
08005005368,0.9708930852017619,2,0.9999999999999999,False,congressional
08005005369,0.9971743262299121,2,0.9999999999999999,False,congressional
08005005370,0.9999999999998248,2,0.9999999999999999,False,congressional
08005005371,1.0,1,1.0,False,congressional
08005005372,0.9983474802643487,2,1.0,False,congressional
08005005373,1.0,1,1.0,False,congressional
08005005374,1.0,1,1.0,False,congressional
08005005375,1.0,1,1.0,False,congressional
08005005376,1.0,1,1.0,False,congressional
08005005377,0.9999999999998984,2,0.9999999999999999,False,congressional
08005005378,1.0,1,1.0,False,congressional
08005005379,1.0,1,1.0,False,congressional
08005005380,1.0,1,1.0,False,congressional
08005005381,1.0,1,1.0,False,congressional
08005005401,0.9999999999998469,2,1.0,False,congressional
08005005402,1.0,1,1.0,False,congressional
08005005403,0.9999999999998811,2,0.9999999999999999,False,congressional
08005005404,0.9999999999999777,2,0.9999999999999999,False,congressional
08005005405,0.9999999999990783,2,1.0,False,congressional
08005005406,1.0,1,1.0,False,congressional
08005005407,0.9999999999999912,2,0.9999999999999999,False,congressional
08005005408,1.0,1,1.0,False,congressional
08005005409,0.9999999999999902,2,1.0,False,congressional
08005005410,0.9999999999998423,2,1.0,False,congressional
08005005411,0.9999999999999988,2,0.9999999999999999,False,congressional
08005005412,1.0,1,1.0,False,congressional
08005005413,1.0,1,1.0,False,congressional
08005005414,0.9999999999998246,2,1.0,False,congressional
08005005416,1.0,1,1.0,False,congressional
08005005417,1.0,1,1.0,False,congressional
08005005418,1.0,1,1.0,False,congressional
08005005419,1.0,1,1.0,False,congressional
08005005420,1.0,1,1.0,False,congressional
08005005421,1.0,1,1.0,False,congressional
08005005422,1.0,1,1.0,False,congressional
08005005423,0.9999999999997274,2,1.0,False,congressional
08005005424,0.9999999999993693,2,0.9999999999999999,False,congressional
08005005425,1.0,1,1.0,False,congressional
08005005426,1.0,1,1.0,False,congressional
08005005427,1.0,1,1.0,False,congressional
08005005428,1.0,1,1.0,False,congressional
08005005429,1.0,1,1.0,False,congressional
08005005430,1.0,1,1.0,False,congressional
08005005431,1.0,1,1.0,False,congressional
08005005432,1.0,1,1.0,False,congressional
08005005433,1.0,1,1.0,False,congressional
08005005434,1.0,1,1.0,False,congressional
08005005435,1.0,1,1.0,False,congressional
08005005436,1.0,1,1.0,False,congressional
08005005437,1.0,1,1.0,False,congressional
08005005438,1.0,1,1.0,False,congressional
08005005439,1.0,1,1.0,False,congressional
08005005440,1.0,1,1.0,False,congressional
08005005441,1.0,1,1.0,False,congressional
08005005442,1.0,1,1.0,False,congressional
08005005443,1.0,1,1.0,False,congressional
08005005444,1.0,1,1.0,False,congressional
08005005445,1.0,1,1.0,False,congressional
08005005446,1.0,1,1.0,False,congressional
08005005447,1.0,1,1.0,False,congressional
08005005448,1.0,1,1.0,False,congressional
08005005449,1.0,1,1.0,False,congressional
08005005450,1.0,1,1.0,False,congressional
08005005451,1.0,1,1.0,False,congressional
08005005452,1.0,1,1.0,False,congressional
08005005453,1.0,1,1.0,False,congressional
08005005454,1.0,1,1.0,False,congressional
08005005455,1.0,1,1.0,False,congressional
08005005456,1.0,1,1.0,False,congressional
08005005457,1.0,1,1.0,False,congressional
08005005458,1.0,1,1.0,False,congressional
08005005459,1.0,1,1.0,False,congressional
08005005460,1.0,1,1.0,False,congressional
08005005461,1.0,1,1.0,False,congressional
08005005462,1.0,1,1.0,False,congressional
08005005463,1.0,1,1.0,False,congressional
08005005464,1.0,1,1.0,False,congressional
08005005465,1.0,1,1.0,False,congressional
08005005466,1.0,1,1.0,False,congressional
08005005467,1.0,1,1.0,False,congressional
08005005468,1.0,1,1.0,False,congressional
08005005469,1.0,1,1.0,False,congressional
08005005470,1.0,1,1.0,False,congressional
08005005471,1.0,1,1.0,False,congressional
08005005472,1.0,1,1.0,False,congressional
08005005473,1.0,1,1.0,False,congressional
08005005474,1.0,1,1.0,False,congressional
08005005475,1.0,1,1.0,False,congressional
08005005501,1.0,1,1.0,False,congressional
08005005502,1.0,1,1.0,False,congressional
08005005503,1.0,1,1.0,False,congressional
08005005504,0.999999999999907,2,1.0,False,congressional
08005005505,0.9999999999999721,2,0.9999999999999999,False,congressional
08005005506,1.0,1,1.0,False,congressional
08005005507,1.0,1,1.0,False,congressional
08005005508,1.0,1,1.0,False,congressional
08005005509,1.0,1,1.0,False,congressional
08005005510,1.0,1,1.0,False,congressional
08005005511,1.0,1,1.0,False,congressional
08005005512,1.0,1,1.0,False,congressional
08005005513,1.0,1,1.0,False,congressional
08005005514,1.0,1,1.0,False,congressional
08005005515,1.0,1,1.0,False,congressional
08005005516,0.9999999999997654,2,1.0000000000000002,False,congressional
08005005517,1.0,1,1.0,False,congressional
08005005518,1.0,1,1.0,False,congressional
08005005519,1.0,1,1.0,False,congressional
08005005520,1.0,1,1.0,False,congressional
08005005521,1.0,1,1.0,False,congressional
08005005522,1.0,1,1.0,False,congressional
08005005523,1.0,1,1.0,False,congressional
08005005524,1.0,1,1.0,False,congressional
08005005525,1.0,1,1.0,False,congressional
08005005526,1.0,1,1.0,False,congressional
08005005527,1.0,1,1.0,False,congressional
08005005528,1.0,1,1.0,False,congressional
08005005529,1.0,1,1.0,False,congressional
