precinct_id,target_id,target_type,weight,piece_area,covered_area
08001001001,08,congressional,0.999999999999786,2007662.5150307082,2007662.515031138
08001001001,01,congressional,2.1405251875470176e-13,4.2974521815181436e-07,2007662.515031138
08001001002,08,congressional,0.9999999999998932,4072267.5970349414,4072267.5970353764
08001001002,01,congressional,1.0673130725080511e-13,4.3463844410668057e-07,4072267.5970353764
08001001003,08,congressional,0.9999999999999777,6047474.959506658,6047474.959506793
08001001003,01,congressional,2.2296170860755494e-14,1.3483553497330386e-07,6047474.959506793
08001001004,08,congressional,1.0,837819.6985799874,837819.6985799874
08001001005,08,congressional,1.0,1082013.7297047153,1082013.7297047153
08001001006,08,congressional,1.0,1422693.3102665127,1422693.3102665127
08001001007,08,congressional,0.9954221270748508,4960624.259300467,4983437.804298932
08001001007,07,congressional,0.004577872925149182,22813.544998464968,4983437.804298932
08001001008,07,congressional,0.9946609367976219,999690.2035331454,1005056.2624402598
08001001008,08,congressional,0.005339063202378119,5366.058907114477,1005056.2624402598
08001001009,07,congressional,1.0,502232.9214248038,502232.9214248038
08001001010,08,congressional,1.0,1299244.3377353523,1299244.3377353523
08001001011,08,congressional,1.0,1491142.0770486954,1491142.0770486954
08001001012,08,congressional,1.0,1280167.4391631319,1280167.4391631319
08001001013,08,congressional,0.9999999999999939,1304037.0143167244,1304037.0143167323
08001001013,07,congressional,5.932585641661385e-15,7.736311267330428e-09,1304037.0143167323
08001001014,08,congressional,0.9999999999998743,976497.7002633837,976497.7002635064
08001001014,07,congressional,1.2558504464846818e-13,1.2263350728671896e-07,976497.7002635064
08001001015,08,congressional,0.9999999999998307,795556.867051666,795556.8670518007
08001001015,07,congressional,1.6930170703535558e-13,1.346891356355693e-07,795556.8670518007
08001001016,08,congressional,1.0,912829.855138927,912829.855138927
08001001017,08,congressional,1.0,870333.8621797446,870333.8621797446
08001001018,08,congressional,1.0,1899024.2359190956,1899024.2359190956
08001001019,08,congressional,1.0,630515.5773420972,630515.5773420972
08001001020,08,congressional,1.0,607335.4029652304,607335.4029652304
08001001021,08,congressional,1.0,1356385.322828817,1356385.322828817
08001001022,08,congressional,1.0,1077135.5159397107,1077135.5159397107
08001001023,08,congressional,1.0,654879.9291596228,654879.9291596228
08001001024,08,congressional,1.0,1118512.0142603598,1118512.0142603598
08001001025,08,congressional,1.0,930104.0524819903,930104.0524819903
08001001026,08,congressional,1.0,1292008.53425454,1292008.53425454
08001001027,08,congressional,1.0,1386904.6588782808,1386904.6588782808
08001001028,08,congressional,1.0,1180535.4375786597,1180535.4375786597
08001001029,08,congressional,1.0,1513961.2131657768,1513961.2131657768
08001001030,08,congressional,1.0,843911.6557553541,843911.6557553541
08001001031,08,congressional,1.0,826077.193435124,826077.193435124
08001001032,08,congressional,1.0,902310.2879985935,902310.2879985935
08001001033,08,congressional,1.0,1715145.9239491653,1715145.9239491653
08001001034,08,congressional,1.0,658128.354224102,658128.354224102
08001001035,08,congressional,1.0,1113338.532422875,1113338.532422875
08001001036,08,congressional,1.0,414148.1520476904,414148.1520476904
08001001037,08,congressional,1.0,886618.3443515187,886618.3443515187
08001001038,08,congressional,1.0,1449173.0080242062,1449173.0080242062
08001001039,08,congressional,1.0,1213180.9623857264,1213180.9623857264
08001001040,08,congressional,1.0,913945.2408326085,913945.2408326085
08001001041,08,congressional,1.0,628584.0413037909,628584.0413037909
08001001042,08,congressional,1.0,857777.3268453635,857777.3268453635
08001001043,08,congressional,1.0,640974.8043793245,640974.8043793245
08001001044,08,congressional,1.0,641267.988219651,641267.988219651
08001001045,08,congressional,1.0,579340.5113713222,579340.5113713222
08001001046,08,congressional,1.0,737046.0914629379,737046.0914629379
08001001047,08,congressional,0.9999999999999997,834721.0147097579,834721.0147097581
08001001047,07,congressional,3.523355793802941e-16,2.9410191233866963e-10,834721.0147097581
08001001048,08,congressional,0.9999999999999948,1257760.509581474,1257760.5095814804
08001001048,07,congressional,5.2820387054722575e-15,6.643539693823889e-09,1257760.5095814804
08001001049,08,congressional,1.0,766049.4528506688,766049.4528506688
08001001050,08,congressional,1.0,574514.6102108685,574514.6102108685
08001001051,08,congressional,1.0,1047531.0450122072,1047531.0450122072
08001001052,08,congressional,1.0,2091601.9241158562,2091601.9241158562
08001001053,08,congressional,1.0,1564150.14006226,1564150.14006226
08001001054,08,congressional,1.0,719832.3481544321,719832.3481544321
08001001055,08,congressional,1.0,777754.6679394317,777754.6679394317
08001001056,08,congressional,0.9999999999999994,1042865.6195750707,1042865.6195750713
08001001056,07,congressional,4.988591700796515e-16,5.202430774858217e-10,1042865.6195750713
08001001057,08,congressional,1.0,1199409.270336422,1199409.270336422
08001001057,07,congressional,4.14814624350305e-17,4.975325059168763e-11,1199409.270336422
08001001058,08,congressional,1.0,1191240.8664443602,1191240.8664443602
08001001059,08,congressional,1.0,1475473.7845781734,1475473.7845781734
08001001060,08,congressional,1.0,881698.2945935809,881698.2945935809
08001001061,08,congressional,1.0,1250335.2748419573,1250335.2748419573
08001001062,08,congressional,1.0,1834239.7212890903,1834239.7212890903
08001001063,08,congressional,1.0,3821021.483334987,3821021.483334987
08001001064,08,congressional,1.0,1176980.7280019736,1176980.7280019736
08001001065,08,congressional,1.0,740184.5176698525,740184.5176698525
08001001066,08,congressional,1.0,2073024.1371058598,2073024.1371058598
08001001067,08,congressional,1.0,283835.7346330925,283835.7346330925
08001001068,08,congressional,0.9999999999999984,737563.4469783822,737563.4469783833
08001001068,07,congressional,1.5125484987065957e-15,1.1156004844280155e-09,737563.4469783833
08001001069,08,congressional,0.9999999999999098,3746672.3792189574,3746672.379219295
08001001069,07,congressional,9.00762185221421e-14,3.3748607996143126e-07,3746672.379219295
08001001070,08,congressional,0.9999999999999969,4078651.0477204905,4078651.047720503
08001001070,07,congressional,3.079192014736964e-15,1.2558949737039526e-08,4078651.047720503
08001001071,08,congressional,0.9999999999999928,1475444.599638279,1475444.5996382898
08001001071,07,congressional,7.278196677571302e-15,1.073857598302792e-08,1475444.5996382898
08001001072,08,congressional,1.0,4939217.636974896,4939217.636974896
08001001073,08,congressional,0.9999999999999997,10128817.81105324,10128817.811053244
08001001073,07,congressional,3.746499216113648e-16,3.794760798926894e-09,10128817.811053244
08001001074,08,congressional,1.0,932577.3769926658,932577.3769926658
08001001075,08,congressional,1.0,3964054.6957731317,3964054.6957731317
08001001076,08,congressional,1.0,579549.34854741,579549.34854741
08001001077,08,congressional,1.0,517436.87885404227,517436.87885404227
08001001078,08,congressional,1.0,419446.3906652273,419446.3906652273
08001001079,08,congressional,1.0,619642.0310397707,619642.0310397707
08001001080,08,congressional,1.0,711118.7645571625,711118.7645571625
08001001081,08,congressional,1.0,1360522.049250157,1360522.049250157
08001001082,08,congressional,1.0,593721.525526422,593721.525526422
08001001083,08,congressional,1.0,699002.5883097647,699002.5883097647
08001001084,08,congressional,1.0,649093.75226084,649093.75226084
08001001085,08,congressional,1.0,706182.9735631949,706182.9735631949
08001001086,08,congressional,1.0,628783.3657213579,628783.3657213579
08001001087,08,congressional,1.0,3937694.089182392,3937694.089182392
08001001088,08,congressional,1.0,1305710.925982051,1305710.925982051
08001001089,08,congressional,1.0,1064552.2147514662,1064552.2147514662
08001001090,08,congressional,1.0,998583.8930481751,998583.8930481751
08001001091,08,congressional,1.0,636697.3435917231,636697.3435917231
08001001092,08,congressional,1.0,946200.6582203632,946200.6582203632
08001001093,08,congressional,1.0,1237882.059462494,1237882.059462494
08001001094,08,congressional,1.0,931397.569723432,931397.569723432
08001001095,08,congressional,1.0,816349.9642592139,816349.9642592139
08001001096,08,congressional,1.0,839498.3756086675,839498.3756086675
08001001097,08,congressional,1.0,785998.9272622889,785998.9272622889
08001001098,08,congressional,1.0,705517.5313233,705517.5313233
08001001099,08,congressional,1.0,635707.577802773,635707.577802773
08001001100,08,congressional,1.0,1520265.3172086116,1520265.3172086116
08001001101,08,congressional,1.0,640337.5444424103,640337.5444424103
08001001102,08,congressional,1.0,947120.6844915549,947120.6844915549
08001001103,08,congressional,1.0,481275.5354952995,481275.5354952995
08001001104,08,congressional,1.0,572166.388496226,572166.388496226
08001001105,08,congressional,1.0,1171967.9305493303,1171967.9305493303
08001001106,08,congressional,1.0,1316054.3321768688,1316054.3321768688
08001001107,08,congressional,1.0,1306405.243173559,1306405.243173559
08001001108,08,congressional,1.0,1157696.8510338538,1157696.8510338538
08001001109,08,congressional,1.0,811733.2971197143,811733.2971197143
08001001110,08,congressional,1.0,657706.358634058,657706.358634058
08001001111,08,congressional,1.0,1150261.9603111849,1150261.9603111849
08001001112,08,congressional,1.0,1140450.366957651,1140450.366957651
08001001113,08,congressional,1.0,801954.6797224106,801954.6797224106
08001001114,08,congressional,1.0,848911.9727329913,848911.9727329913
08001001115,08,congressional,1.0,1034002.1204303603,1034002.1204303603
08001001116,08,congressional,1.0,4147427.4944161572,4147427.4944161572
08001001117,08,congressional,1.0,1009531.3241687455,1009531.3241687455
08001001118,08,congressional,1.0,1736581.518442822,1736581.518442822
08001001119,08,congressional,1.0,879753.1654848086,879753.1654848086
08001001120,08,congressional,1.0,929317.6083819511,929317.6083819511
08001001121,08,congressional,1.0,4059351.537873222,4059351.537873222
08001001122,08,congressional,0.9999999999999639,10102733.242146779,10102733.242147144
08001001122,01,congressional,3.629410002062968e-14,3.666696107722288e-07,10102733.242147144
08001001123,08,congressional,0.9999999999999346,10875324.542843733,10875324.542844445
08001001123,01,congressional,6.541039855090297e-14,7.113593127178717e-07,10875324.542844445
08001001124,08,congressional,0.9999999999999439,2038501.0466402753,2038501.0466403896
08001001124,01,congressional,5.606557462807991e-14,1.1428973255983577e-07,2038501.0466403896
08001001125,08,congressional,1.0,884528.876476642,884528.876476642
08001001126,08,congressional,1.0,2045195.8550873105,2045195.8550873105
08001001127,08,congressional,1.0,3435115.904260173,3435115.904260173
08001001128,08,congressional,1.0,1568106.330374193,1568106.330374193
08001001129,08,congressional,0.9999999999999845,80733721.53427103,80733721.53427228
08001001129,01,congressional,1.557805400311158e-14,1.257674273933066e-06,80733721.53427228
08001001130,08,congressional,1.0,4701512.268339607,4701512.268339607
08001001131,08,congressional,1.0,6217359.031938752,6217359.031938752
08001001132,08,congressional,1.0,1558925.2672960155,1558925.2672960155
08001001133,08,congressional,1.0,1723022.8670183579,1723022.8670183579
08001001134,08,congressional,1.0,1576561.403269334,1576561.403269334
08001001135,08,congressional,1.0,1050786.2259715975,1050786.2259715975
08001001136,08,congressional,1.0,648235.2370628631,648235.2370628631
08001001137,08,congressional,1.0,1004986.1357813766,1004986.1357813766
08001001138,08,congressional,1.0,1084463.3757448825,1084463.3757448825
08001001139,08,congressional,1.0,2857084.3643573094,2857084.3643573094
08001001140,08,congressional,1.0,5955020.294662751,5955020.294662751
08001001141,08,congressional,1.0,1526112.3090933664,1526112.3090933664
08001001142,08,congressional,1.0,5954761.35467295,5954761.35467295
08001001143,08,congressional,1.0,644798.2197714705,644798.2197714705
08001001144,08,congressional,1.0,638175.7909233236,638175.7909233236
08001001145,08,congressional,1.0,1081604.5781492214,1081604.5781492214
08001001146,08,congressional,1.0,746141.6013490645,746141.6013490645
08001001147,08,congressional,1.0,971047.0572029277,971047.0572029277
08001001148,08,congressional,1.0,1279994.0113186205,1279994.0113186205
08001001149,08,congressional,1.0,654634.5455592935,654634.5455592935
08001001150,08,congressional,1.0,1375618.0208039335,1375618.0208039335
08001001151,08,congressional,1.0,647058.7202526309,647058.7202526309
08001001152,08,congressional,1.0,1032744.2653485696,1032744.2653485696
08001001153,08,congressional,1.0,1287379.3430515928,1287379.3430515928
08001001154,08,congressional,1.0,6795606.635117582,6795606.635117582
08001001155,08,congressional,1.0,1303369.6001901668,1303369.6001901668
08001001156,08,congressional,1.0,886135.7997972579,886135.7997972579
08001001157,08,congressional,1.0,686196.9613351114,686196.9613351114
08001001158,08,congressional,1.0,1290860.8668872956,1290860.8668872956
08001001159,08,congressional,1.0,2514823.019721532,2514823.019721532
08001001160,08,congressional,1.0,9131725.609681204,9131725.609681204
08001001161,08,congressional,1.0,7472354.073613786,7472354.073613786
08001001162,08,congressional,1.0,4985379.022705283,4985379.022705283
08001001163,08,congressional,1.0,7236228.04142724,7236228.04142724
08001001164,08,congressional,1.0,2771126.282852867,2771126.282852867
08001001165,08,congressional,1.0,2128643.9268277087,2128643.9268277087
08001001166,08,congressional,1.0,1930815.688658158,1930815.688658158
08001001167,08,congressional,1.0,2887806.2309800223,2887806.2309800223
08001001168,08,congressional,1.0,4559091.521646722,4559091.521646722
08001001169,08,congressional,1.0,6075721.234137594,6075721.234137594
08001001170,08,congressional,1.0,2525999.33995593,2525999.33995593
08001001171,08,congressional,1.0,1181237.3538014097,1181237.3538014097
08001001172,08,congressional,1.0,1644288.2943550942,1644288.2943550942
08001001173,08,congressional,1.0,1342515.2844445982,1342515.2844445982
08001001174,08,congressional,1.0,650012.1665420153,650012.1665420153
08001001175,08,congressional,1.0,1214419.592031054,1214419.592031054
08001001176,08,congressional,1.0,1212953.6594244775,1212953.6594244775
08001001177,08,congressional,1.0,475494.85372147075,475494.85372147075
08001001178,08,congressional,1.0,1253605.391846085,1253605.391846085
08001001179,08,congressional,1.0,1024080.2038698444,1024080.2038698444
08001001180,08,congressional,1.0,683034.9720148448,683034.9720148448
08001001181,08,congressional,1.0,1188505.3576618468,1188505.3576618468
08001001182,08,congressional,1.0,1324025.7894668477,1324025.7894668477
08001001183,08,congressional,1.0,1274099.2524948912,1274099.2524948912
08001001184,08,congressional,1.0,425814.31010189856,425814.31010189856
08001001185,08,congressional,1.0,948010.385225908,948010.385225908
08001001186,08,congressional,1.0,1239973.2088337003,1239973.2088337003
08001001187,08,congressional,1.0,776465.1360015349,776465.1360015349
08001001188,08,congressional,1.0,635478.96841454,635478.96841454
08001001189,08,congressional,1.0,474357.51911567076,474357.51911567076
08001001190,08,congressional,1.0,1189362.6265814411,1189362.6265814411
08001001191,08,congressional,1.0,1814797.2226994317,1814797.2226994317
08001001192,08,congressional,1.0,1607842.9786600117,1607842.9786600117
08001001193,08,congressional,1.0,10413646.730053289,10413646.730053289
08001001194,08,congressional,1.0,3244108.845892537,3244108.845892537
08001001195,08,congressional,1.0,2630566.7649474554,2630566.7649474554
08001001196,08,congressional,1.0,5580620.267668908,5580620.267668908
08001001197,08,congressional,1.0,4914142.276538823,4914142.276538823
08001001198,08,congressional,1.0,15818219.451537779,15818219.451537779
08001001199,08,congressional,1.0,4962253.121124501,4962253.121124501
08001001200,08,congressional,1.0,3205646.4516203227,3205646.4516203227
08001001201,08,congressional,1.0,611781.5967137333,611781.5967137333
08001001202,08,congressional,1.0,450085.12866883684,450085.12866883684
08001001203,08,congressional,1.0,840485.8739207489,840485.8739207489
08001001204,08,congressional,1.0,2694346.457016177,2694346.457016177
08001001205,08,congressional,1.0,1093570.56279822,1093570.56279822
08001001206,08,congressional,1.0,1131812.0996388511,1131812.0996388511
08001001207,08,congressional,1.0,4605368.57668501,4605368.57668501
08001001208,08,congressional,1.0,5470481.366919235,5470481.366919235
08001001209,08,congressional,1.0,5184132.586730905,5184132.586730905
08001001210,08,congressional,1.0,1618549.5356034245,1618549.5356034245
08001001211,08,congressional,1.0,2551934.797132372,2551934.797132372
08001001212,08,congressional,1.0,1662446.354628838,1662446.354628838
08001001213,08,congressional,1.0,1321663.7228925948,1321663.7228925948
08001001214,08,congressional,1.0,971264.4732802869,971264.4732802869
08001001215,08,congressional,1.0,1261543.4169523446,1261543.4169523446
08001001216,08,congressional,1.0,1319346.1565097368,1319346.1565097368
08001001217,08,congressional,1.0,654368.9612542954,654368.9612542954
08001001218,08,congressional,1.0,1010227.1702559412,1010227.1702559412
08001001219,08,congressional,1.0,667851.1555327706,667851.1555327706
08001001220,08,congressional,1.0,664912.549786043,664912.549786043
08001001221,08,congressional,1.0,927565.75329248,927565.75329248
08001001222,08,congressional,1.0,5287350.630040929,5287350.630040929
08001001223,08,congressional,0.9999999999998858,5757313.818155882,5757313.818156539
08001001223,01,congressional,1.141074688241692e-13,6.569525070162558e-07,5757313.818156539
08001001224,08,congressional,0.999999999999956,16127799.028246878,16127799.028247587
08001001224,01,congressional,4.401924802383497e-14,7.099335855029952e-07,16127799.028247587
08001001225,08,congressional,0.9999999999999908,31620266.93867397,31620266.93867426
08001001225,01,congressional,9.137172373132883e-15,2.889198295031415e-07,31620266.93867426
08001001226,08,congressional,1.0,39333172.51692518,39333172.51692518
08001001227,08,congressional,1.0,10035809.325031484,10035809.325031484
