precinct_id,target_id,target_type,weight,piece_area,covered_area,fallback_mode,fallback_county
080013101,025,state_senate,1.0,3200945.750651142,3201021.2296001,native_vtd,
080013102,024,state_senate,0.8031778902102505,27998263.74315001,34864362.92971098,native_vtd,
080013102,025,state_senate,0.1968221097897494,6861091.929378288,34864362.92971098,native_vtd,
080013103,025,state_senate,1.0,1066367.6090491791,1066367.609049429,native_vtd,
080013104,024,state_senate,0.6863366638498708,32014562.233869053,46645567.77373607,native_vtd,
080013104,013,state_senate,0.3136633361501292,14631003.885664254,46645567.77373607,native_vtd,
080013105,024,state_senate,1.0,1618639.169782027,1618639.169782027,native_vtd,
080013106,024,state_senate,1.0,6727025.232374035,6727025.232374035,native_vtd,
080013107,024,state_senate,1.0,489933.6542177717,489933.6542177717,native_vtd,
080013108,024,state_senate,1.0,723063.9795648869,723063.9795648869,native_vtd,
080013109,024,state_senate,0.9807152100255553,1293038.9151543118,1318465.2404041109,native_vtd,
080013109,025,state_senate,0.01928478997444477,25426.325249799112,1318465.2404041109,native_vtd,
080013110,024,state_senate,1.0,924787.653658805,924787.653658805,native_vtd,
080013111,024,state_senate,1.0,7301460.892518011,7302781.759289213,native_vtd,
080013112,025,state_senate,1.0,6112409.342148929,6112409.342148929,native_vtd,
080013113,025,state_senate,1.0,1877336.848189147,1877336.848189147,native_vtd,
080013114,024,state_senate,1.0,3041671.1760748755,3041676.85279792,native_vtd,
080013115,024,state_senate,1.0,104322.96089419429,104322.96089419429,native_vtd,
080013116,024,state_senate,1.0,2259762.5281647453,2259762.5281647453,native_vtd,
080013117,024,state_senate,1.0,773293.0507824947,773293.0507824947,native_vtd,
080013118,024,state_senate,1.0,330004.03587852314,330004.03587852314,native_vtd,
080013119,024,state_senate,1.0,1548971.2060883818,1548971.2060883818,native_vtd,
080013120,024,state_senate,1.0,431315.0108637791,431315.0108637791,native_vtd,
080013121,024,state_senate,1.0,1622116.7402815958,1622116.7402815958,native_vtd,
080013122,024,state_senate,1.0,890042.8127986612,890042.8127986612,native_vtd,
080013123,024,state_senate,0.9931422730751281,5439409.458941855,5476969.016835295,native_vtd,
080013123,025,state_senate,0.006857726924871873,37559.55789344043,5476969.016835295,native_vtd,
080013124,024,state_senate,1.0,1203460.1963284528,1203460.1963284528,native_vtd,
080013201,024,state_senate,0.9956789596279401,453574.7746783508,455543.19521609676,native_vtd,
080013201,025,state_senate,0.004321040372059961,1968.420537745946,455543.19521609676,native_vtd,
080013202,024,state_senate,1.0,775431.6713618889,775431.6713618889,native_vtd,
080013203,024,state_senate,1.0,1921355.7104595997,1921360.4970384962,native_vtd,
080013204,024,state_senate,1.0,672286.5111204822,672286.5111204822,native_vtd,
080013205,024,state_senate,1.0,524906.7598314977,524906.7598314977,native_vtd,
080013206,024,state_senate,1.0,562204.4427116822,562204.4427116822,native_vtd,
080013207,024,state_senate,1.0,367508.9401727028,367508.9401727028,native_vtd,
080013208,021,state_senate,1.0,507902.64807073073,507992.8405019528,native_vtd,
080013209,024,state_senate,1.0,887498.8949224709,887498.8949224709,native_vtd,
080013210,024,state_senate,1.0,1009372.4823925853,1009372.4823925853,native_vtd,
080013211,024,state_senate,1.0,1017431.4546850608,1017431.4546850608,native_vtd,
080013212,021,state_senate,0.992866753961849,2079095.0801550157,2094032.3279622123,native_vtd,
080013212,024,state_senate,0.007133246038151007,14937.24780719658,2094032.3279622123,native_vtd,
080013213,024,state_senate,1.0,931890.6949208879,931890.6949208879,native_vtd,
080013214,024,state_senate,1.0,2190863.138734789,2190863.138734789,native_vtd,
080013215,024,state_senate,1.0,3544490.4993529036,3544503.8212438305,native_vtd,
080013216,021,state_senate,0.9176823410126068,9046390.432708338,9857866.963775499,native_vtd,
080013216,024,state_senate,0.08231765898739316,811476.5310671603,9857866.963775499,native_vtd,
080013217,021,state_senate,1.0,1279500.8385766405,1279500.8385766405,native_vtd,
080013218,021,state_senate,1.0,1351912.1026412463,1351912.1026412463,native_vtd,
080013219,021,state_senate,1.0,17578527.499864336,17595546.44614856,native_vtd,
080013220,021,state_senate,1.0,993566.6730369073,993566.6730369073,native_vtd,
080013221,021,state_senate,0.9985635070132166,4027805.2543340526,4033599.4917153954,native_vtd,
080013221,034,state_senate,0.0014364929867834212,5794.237381342337,4033599.4917153954,native_vtd,
080013222,021,state_senate,1.0,741970.8887656673,741970.8887656673,native_vtd,
080013223,021,state_senate,1.0,876294.0303749713,876294.0303749713,native_vtd,
080013224,021,state_senate,1.0,921246.8304214033,921246.8304214033,native_vtd,
080013225,021,state_senate,1.0,4479613.029973754,4482630.326145848,native_vtd,
080013226,021,state_senate,1.0,1377997.6806844207,1377997.6806844207,native_vtd,
080013227,021,state_senate,0.9965426306421341,2531787.3223702502,2540571.0147481225,native_vtd,
080013227,033,state_senate,0.0034573693578658377,8783.692377872276,2540571.0147481225,native_vtd,
080013228,024,state_senate,1.0,386511.15743086825,386511.15743086825,native_vtd,
080013301,025,state_senate,1.0,3870161.2424898823,3870161.2424898823,native_vtd,
080013302,025,state_senate,1.0,1565181.431457766,1565181.4645777512,native_vtd,
080013303,025,state_senate,1.0,1910398.9458968511,1910542.0115704997,native_vtd,
080013304,025,state_senate,1.0,1269644.4713968846,1269644.4713968846,native_vtd,
080013305,025,state_senate,1.0,717378.5417672986,717378.5417672986,native_vtd,
080013306,025,state_senate,1.0,1221515.1170542804,1221515.1170542804,native_vtd,
080013307,025,state_senate,1.0,2890132.954132205,2890132.954132205,native_vtd,
080013308,025,state_senate,1.0,950860.0768630834,950860.0768630834,native_vtd,
080013309,025,state_senate,1.0,252946.9623081314,252946.9623081314,native_vtd,
080013310,025,state_senate,1.0,1683063.737053485,1683063.737053485,native_vtd,
080013311,025,state_senate,1.0,1323816.1835782668,1323816.1835782668,native_vtd,
080013312,025,state_senate,1.0,578415.9963422543,578415.9963422543,native_vtd,
080013313,025,state_senate,1.0,390763.52905657527,390763.52905657527,native_vtd,
080013314,025,state_senate,1.0,734040.1629980234,734040.1629980234,native_vtd,
080013315,025,state_senate,0.9916763403917771,559025.9965815624,563718.1949512989,native_vtd,
080013315,024,state_senate,0.008323659608222891,4692.198369736444,563718.1949512989,native_vtd,
080013316,025,state_senate,1.0,997345.2907059517,997630.4517604939,native_vtd,
080013317,025,state_senate,0.9929853335982194,1898144.4276210372,1911553.3365864016,native_vtd,
080013317,024,state_senate,0.007014666401780712,13408.908965364448,1911553.3365864016,native_vtd,
080013318,025,state_senate,1.0,926276.217983346,926276.217983346,native_vtd,
080013319,025,state_senate,1.0,727289.3957529753,727289.3957529753,native_vtd,
080013320,025,state_senate,1.0,495430.6263191147,495430.6263191147,native_vtd,
080013321,025,state_senate,0.9756375969857183,343951.48842824245,352540.2152304278,native_vtd,
080013321,024,state_senate,0.02436240301428177,8588.726802185318,352540.2152304278,native_vtd,
080013322,025,state_senate,1.0,467844.35252567375,467844.35252567375,native_vtd,
080013323,025,state_senate,1.0,454111.85013914516,454111.85013914516,native_vtd,
080013324,025,state_senate,1.0,648197.3198201789,648197.3198201789,native_vtd,
080013325,025,state_senate,0.987856961546637,2396986.9872068204,2426451.4808439277,native_vtd,
