precinct_id,top_weight,targets_touched,weight_sum,ambiguous,target_type,nhgis_adjustment_rate
080013216,0.869508904093518,2,1.0,False,congressional,0.028380706287683032
080013217,1.0,1,1.0,False,congressional,0.028380706287683032
080013218,1.0,1,1.0,False,congressional,0.028380706287683032
080013219,1.0,1,1.0,False,congressional,0.028380706287683032
080013220,1.0,1,1.0,False,congressional,0.028380706287683032
080013221,1.0,1,1.0,False,congressional,0.028380706287683032
080013222,1.0,1,1.0,False,congressional,0.028380706287683032
080013223,1.0,1,1.0,False,congressional,0.028380706287683032
080013224,1.0,1,1.0,False,congressional,0.028380706287683032
080013225,1.0,1,1.0,False,congressional,0.028380706287683032
080013226,1.0,1,1.0,False,congressional,0.028380706287683032
080013227,1.0,1,1.0,False,congressional,0.028380706287683032
080013228,1.0,1,1.0,False,congressional,0.028380706287683032
080013301,1.0,1,1.0,False,congressional,0.028380706287683032
080013302,1.0,1,1.0,False,congressional,0.028380706287683032
080013303,1.0,1,1.0,False,congressional,0.028380706287683032
080013304,1.0,1,1.0,False,congressional,0.028380706287683032
080013305,1.0,1,1.0,False,congressional,0.028380706287683032
080013306,1.0,1,1.0,False,congressional,0.028380706287683032
080013307,1.0,1,1.0,False,congressional,0.028380706287683032
080013308,1.0,1,1.0,False,congressional,0.028380706287683032
080013309,1.0,1,1.0,False,congressional,0.028380706287683032
080013310,1.0,1,1.0,False,congressional,0.028380706287683032
080013311,1.0,1,1.0,False,congressional,0.028380706287683032
080013312,1.0,1,1.0,False,congressional,0.028380706287683032
080013313,1.0,1,1.0,False,congressional,0.028380706287683032
080013314,1.0,1,1.0,False,congressional,0.028380706287683032
080013315,1.0,1,1.0,False,congressional,0.028380706287683032
080013316,1.0,1,1.0,False,congressional,0.028380706287683032
080013317,1.0,1,1.0,False,congressional,0.028380706287683032
080013318,1.0,1,1.0,False,congressional,0.028380706287683032
080013319,1.0,1,1.0,False,congressional,0.028380706287683032
080013320,1.0,1,1.0,False,congressional,0.028380706287683032
080013321,1.0,1,1.0,False,congressional,0.028380706287683032
080013322,1.0,1,1.0,False,congressional,0.028380706287683032
080013323,1.0,1,1.0,False,congressional,0.028380706287683032
080013324,1.0,1,1.0,False,congressional,0.028380706287683032
080013325,1.0,1,1.0,False,congressional,0.028380706287683032
080013326,1.0,1,1.0,False,congressional,0.028380706287683032
080013327,1.0,1,1.0,False,congressional,0.028380706287683032
080013328,1.0,1,1.0,False,congressional,0.028380706287683032
080013329,1.0,1,1.0,False,congressional,0.028380706287683032
080013330,1.0,1,1.0,False,congressional,0.028380706287683032
080013331,1.0,1,1.0,False,congressional,0.028380706287683032
080013332,1.0,1,1.0,False,congressional,0.028380706287683032
080013333,1.0,1,1.0,False,congressional,0.028380706287683032
080013334,1.0,1,1.0,False,congressional,0.028380706287683032
080013335,1.0,1,1.0,False,congressional,0.028380706287683032
080013336,1.0,1,1.0,False,congressional,0.028380706287683032
080013337,1.0,1,1.0,False,congressional,0.028380706287683032
080013338,1.0,1,1.0,False,congressional,0.028380706287683032
080013339,1.0,1,1.0,False,congressional,0.028380706287683032
080013340,1.0,1,1.0,False,congressional,0.028380706287683032
080013341,1.0,1,1.0,False,congressional,0.028380706287683032
080013401,1.0,1,1.0,False,congressional,0.028380706287683032
080013402,1.0,1,1.0,False,congressional,0.028380706287683032
080013403,1.0,1,1.0,False,congressional,0.028380706287683032
080013404,1.0,1,1.0,False,congressional,0.028380706287683032
080013405,1.0,1,1.0,False,congressional,0.028380706287683032
080013406,1.0,1,1.0,False,congressional,0.028380706287683032
080013407,1.0,1,1.0,False,congressional,0.028380706287683032
080013408,1.0,1,1.0,False,congressional,0.028380706287683032
080013409,1.0,1,1.0,False,congressional,0.028380706287683032
080013410,1.0,1,1.0,False,congressional,0.028380706287683032
080013411,1.0,1,1.0,False,congressional,0.028380706287683032
080013412,1.0,1,1.0,False,congressional,0.028380706287683032
080013413,1.0,1,1.0,False,congressional,0.028380706287683032
080013414,1.0,1,1.0,False,congressional,0.028380706287683032
080013415,1.0,1,1.0,False,congressional,0.028380706287683032
080013417,1.0,1,1.0,False,congressional,0.028380706287683032
080013418,1.0,1,1.0,False,congressional,0.028380706287683032
080013419,1.0,1,1.0,False,congressional,0.028380706287683032
080013420,1.0,1,1.0,False,congressional,0.028380706287683032
080013421,1.0,1,1.0,False,congressional,0.028380706287683032
080013422,1.0,1,1.0,False,congressional,0.028380706287683032
080013423,1.0,1,1.0,False,congressional,0.028380706287683032
080013424,1.0,1,1.0,False,congressional,0.028380706287683032
080013425,1.0,1,1.0,False,congressional,0.028380706287683032
080013426,1.0,1,1.0,False,congressional,0.028380706287683032
080013427,1.0,1,1.0,False,congressional,0.028380706287683032
080013428,1.0,1,1.0,False,congressional,0.028380706287683032
080013429,0.7178708532040953,2,1.0,False,congressional,0.028380706287683032
080013430,1.0,1,1.0,False,congressional,0.028380706287683032
080013431,0.9998953201476641,2,1.0,False,congressional,0.028380706287683032
080013432,1.0,1,1.0,False,congressional,0.028380706287683032
080013433,1.0,1,1.0,False,congressional,0.028380706287683032
080013501,1.0,1,1.0,False,congressional,0.028380706287683032
080013502,1.0,1,1.0,False,congressional,0.028380706287683032
080013503,1.0,1,1.0,False,congressional,0.028380706287683032
080013504,1.0,1,1.0,False,congressional,0.028380706287683032
080013505,1.0,1,1.0,False,congressional,0.028380706287683032
080013506,1.0,1,1.0,False,congressional,0.028380706287683032
080013507,1.0,1,1.0,False,congressional,0.028380706287683032
080013508,1.0,1,1.0,False,congressional,0.028380706287683032
080013509,1.0,1,1.0,False,congressional,0.028380706287683032
080013510,1.0,1,1.0,False,congressional,0.028380706287683032
080013511,1.0,1,1.0,False,congressional,0.028380706287683032
080013512,1.0,1,1.0,False,congressional,0.028380706287683032
080013513,1.0,1,1.0,False,congressional,0.028380706287683032
080013514,1.0,1,1.0,False,congressional,0.028380706287683032
080013515,1.0,1,1.0,False,congressional,0.028380706287683032
080013516,1.0,1,1.0,False,congressional,0.028380706287683032
080013517,1.0,1,1.0,False,congressional,0.028380706287683032
080013518,1.0,1,1.0,False,congressional,0.028380706287683032
080013519,1.0,1,1.0,False,congressional,0.028380706287683032
080013520,1.0,1,1.0,False,congressional,0.028380706287683032
080013521,1.0,1,1.0,False,congressional,0.028380706287683032
080013522,1.0,1,1.0,False,congressional,0.028380706287683032
080013523,1.0,1,1.0,False,congressional,0.028380706287683032
080013524,1.0,1,1.0,False,congressional,0.028380706287683032
080013525,1.0,1,1.0,False,congressional,0.028380706287683032
080013526,1.0,1,1.0,False,congressional,0.028380706287683032
080013527,1.0,1,1.0,False,congressional,0.028380706287683032
080013528,1.0,1,1.0,False,congressional,0.028380706287683032
080013529,1.0,1,1.0,False,congressional,0.028380706287683032
080013530,1.0,1,1.0,False,congressional,0.028380706287683032
080013531,1.0,1,1.0,False,congressional,0.028380706287683032
080013532,1.0,1,1.0,False,congressional,0.028380706287683032
080013533,1.0,1,1.0,False,congressional,0.028380706287683032
080013534,1.0,1,1.0,False,congressional,0.028380706287683032
080013601,1.0,1,1.0,False,congressional,0.028380706287683032
080013602,1.0,1,1.0,False,congressional,0.028380706287683032
080013603,0.9937442219700936,2,1.0000000000000002,False,congressional,0.028380706287683032
080013604,1.0,1,1.0,False,congressional,0.028380706287683032
080013605,1.0,1,1.0,False,congressional,0.028380706287683032
080013606,1.0,1,1.0,False,congressional,0.028380706287683032
080013607,1.0,1,1.0,False,congressional,0.028380706287683032
080013608,1.0,1,1.0,False,congressional,0.028380706287683032
080013609,1.0,1,1.0,False,congressional,0.028380706287683032
080013610,1.0,1,1.0,False,congressional,0.028380706287683032
080013611,1.0,1,1.0,False,congressional,0.028380706287683032
080013612,1.0,1,1.0,False,congressional,0.028380706287683032
080013613,1.0,1,1.0,False,congressional,0.028380706287683032
080013614,1.0,1,1.0,False,congressional,0.028380706287683032
080013615,1.0,1,1.0,False,congressional,0.028380706287683032
080013616,1.0,1,1.0,False,congressional,0.028380706287683032
080013617,1.0,1,1.0,False,congressional,0.028380706287683032
080013618,1.0,1,1.0,False,congressional,0.028380706287683032
080013619,0.9802928611858636,2,1.0,False,congressional,0.028380706287683032
080013620,1.0,1,1.0,False,congressional,0.028380706287683032
080013621,1.0,1,1.0,False,congressional,0.028380706287683032
080013622,1.0,1,1.0,False,congressional,0.028380706287683032
080013623,1.0,1,1.0,False,congressional,0.028380706287683032
080013624,1.0,1,1.0,False,congressional,0.028380706287683032
080013625,1.0,1,1.0,False,congressional,0.028380706287683032
080013626,1.0,1,1.0,False,congressional,0.028380706287683032
080013627,0.9943698994935382,2,1.0,False,congressional,0.028380706287683032
080013628,1.0,1,1.0,False,congressional,0.028380706287683032
080013629,1.0,1,1.0,False,congressional,0.028380706287683032
080013630,1.0,1,1.0,False,congressional,0.028380706287683032
080013631,1.0,1,1.0,False,congressional,0.028380706287683032
080013632,1.0,1,1.0,False,congressional,0.028380706287683032
080013633,1.0,1,1.0,False,congressional,0.028380706287683032
080013634,1.0,1,1.0,False,congressional,0.028380706287683032
080013635,1.0,1,1.0,False,congressional,0.028380706287683032
080031,1.0,1,1.0,False,congressional,0.028380706287683032
080032,1.0,1,1.0,False,congressional,0.028380706287683032
080033,1.0,1,1.0,False,congressional,0.028380706287683032
080034,1.0,1,1.0,False,congressional,0.028380706287683032
080035,1.0,1,1.0,False,congressional,0.028380706287683032
080036,1.0,1,1.0,False,congressional,0.028380706287683032
080037,1.0,1,1.0,False,congressional,0.028380706287683032
080038,1.0,1,1.0,False,congressional,0.028380706287683032
080051001,1.0,1,1.0,False,congressional,0.028380706287683032
080051002,1.0,1,1.0,False,congressional,0.028380706287683032
080051003,1.0,1,1.0,False,congressional,0.028380706287683032
080051004,1.0,1,1.0,False,congressional,0.028380706287683032
080051005,1.0,1,1.0,False,congressional,0.028380706287683032
080051006,1.0,1,1.0,False,congressional,0.028380706287683032
080051007,1.0,1,1.0,False,congressional,0.028380706287683032
080051008,1.0,1,1.0,False,congressional,0.028380706287683032
08005101,1.0,1,1.0,False,congressional,0.028380706287683032
08005102,1.0,1,1.0,False,congressional,0.028380706287683032
08005103,1.0,1,1.0,False,congressional,0.028380706287683032
08005104,1.0,1,1.0,False,congressional,0.028380706287683032
08005105,1.0,1,1.0,False,congressional,0.028380706287683032
08005106,1.0,1,1.0,False,congressional,0.028380706287683032
08005107,1.0,1,1.0,False,congressional,0.028380706287683032
08005108,1.0,1,1.0,False,congressional,0.028380706287683032
08005109,1.0,1,1.0,False,congressional,0.028380706287683032
08005110,1.0,1,1.0,False,congressional,0.028380706287683032
080051101,1.0,1,1.0,False,congressional,0.028380706287683032
080051102,1.0,1,1.0,False,congressional,0.028380706287683032
080051103,1.0,1,1.0,False,congressional,0.028380706287683032
080051104,1.0,1,1.0,False,congressional,0.028380706287683032
080051105,1.0,1,1.0,False,congressional,0.028380706287683032
080051106,1.0,1,1.0,False,congressional,0.028380706287683032
080051107,1.0,1,1.0,False,congressional,0.028380706287683032
080051108,1.0,1,1.0,False,congressional,0.028380706287683032
080051109,1.0,1,1.0,False,congressional,0.028380706287683032
08005111,1.0,1,1.0,False,congressional,0.028380706287683032
080051110,1.0,1,1.0,False,congressional,0.028380706287683032
080051111,1.0,1,1.0,False,congressional,0.028380706287683032
080051112,1.0,1,1.0,False,congressional,0.028380706287683032
080051113,1.0,1,1.0,False,congressional,0.028380706287683032
080051114,1.0,1,1.0,False,congressional,0.028380706287683032
08005112,1.0,1,1.0,False,congressional,0.028380706287683032
08005113,1.0,1,1.0,False,congressional,0.028380706287683032
08005114,1.0,1,1.0,False,congressional,0.028380706287683032
08005115,1.0,1,1.0,False,congressional,0.028380706287683032
08005116,1.0,1,1.0,False,congressional,0.028380706287683032
08005117,1.0,1,1.0,False,congressional,0.028380706287683032
08005118,1.0,1,1.0,False,congressional,0.028380706287683032
08005119,1.0,1,1.0,False,congressional,0.028380706287683032
08005120,1.0,1,1.0,False,congressional,0.028380706287683032
080051201,1.0,1,1.0,False,congressional,0.028380706287683032
080051202,0.9285843432493097,2,1.0,False,congressional,0.028380706287683032
080051203,0.8393160388612897,2,0.9999999999999999,False,congressional,0.028380706287683032
080051204,0.9807242685578749,2,1.0,False,congressional,0.028380706287683032
080051205,1.0,1,1.0,False,congressional,0.028380706287683032
080051206,1.0,1,1.0,False,congressional,0.028380706287683032
080051207,1.0,1,1.0,False,congressional,0.028380706287683032
080051208,1.0,1,1.0,False,congressional,0.028380706287683032
080051209,1.0,1,1.0,False,congressional,0.028380706287683032
080051210,1.0,1,1.0,False,congressional,0.028380706287683032
080051211,1.0,1,1.0,False,congressional,0.028380706287683032
080051212,1.0,1,1.0,False,congressional,0.028380706287683032
080051213,1.0,1,1.0,False,congressional,0.028380706287683032
080051214,1.0,1,1.0,False,congressional,0.028380706287683032
080051215,1.0,1,1.0,False,congressional,0.028380706287683032
080051216,1.0,1,1.0,False,congressional,0.028380706287683032
080051217,1.0,1,1.0,False,congressional,0.028380706287683032
080051218,1.0,1,1.0,False,congressional,0.028380706287683032
080051219,1.0,1,1.0,False,congressional,0.028380706287683032
080051220,1.0,1,1.0,False,congressional,0.028380706287683032
080051221,1.0,1,1.0,False,congressional,0.028380706287683032
080051222,1.0,1,1.0,False,congressional,0.028380706287683032
080051223,1.0,1,1.0,False,congressional,0.028380706287683032
080051224,1.0,1,1.0,False,congressional,0.028380706287683032
080051225,1.0,1,1.0,False,congressional,0.028380706287683032
080051226,1.0,1,1.0,False,congressional,0.028380706287683032
080051227,1.0,1,1.0,False,congressional,0.028380706287683032
080051301,1.0,1,1.0,False,congressional,0.028380706287683032
080051302,1.0,1,1.0,False,congressional,0.028380706287683032
080051303,1.0,1,1.0,False,congressional,0.028380706287683032
080051304,1.0,1,1.0,False,congressional,0.028380706287683032
080051305,1.0,1,1.0,False,congressional,0.028380706287683032
080051306,1.0,1,1.0,False,congressional,0.028380706287683032
080051307,1.0,1,1.0,False,congressional,0.028380706287683032
080051308,1.0,1,1.0,False,congressional,0.028380706287683032
080051309,1.0,1,1.0,False,congressional,0.028380706287683032
080051310,1.0,1,1.0,False,congressional,0.028380706287683032
080051311,1.0,1,1.0,False,congressional,0.028380706287683032
080051312,1.0,1,1.0,False,congressional,0.028380706287683032
080051313,1.0,1,1.0,False,congressional,0.028380706287683032
080051314,1.0,1,1.0,False,congressional,0.028380706287683032
080051401,1.0,1,1.0,False,congressional,0.028380706287683032
080051402,1.0,1,1.0,False,congressional,0.028380706287683032
080051403,1.0,1,1.0,False,congressional,0.028380706287683032
080051404,1.0,1,1.0,False,congressional,0.028380706287683032
080051405,1.0,1,1.0,False,congressional,0.028380706287683032
080051406,1.0,1,1.0,False,congressional,0.028380706287683032
080051407,1.0,1,1.0,False,congressional,0.028380706287683032
080051408,1.0,1,1.0,False,congressional,0.028380706287683032
080051409,1.0,1,1.0,False,congressional,0.028380706287683032
080051410,1.0,1,1.0,False,congressional,0.028380706287683032
080051411,1.0,1,1.0,False,congressional,0.028380706287683032
080051412,1.0,1,1.0,False,congressional,0.028380706287683032
080051413,1.0,1,1.0,False,congressional,0.028380706287683032
080051414,1.0,1,1.0,False,congressional,0.028380706287683032
080051415,1.0,1,1.0,False,congressional,0.028380706287683032
080051501,1.0,1,1.0,False,congressional,0.028380706287683032
080051502,1.0,1,1.0,False,congressional,0.028380706287683032
080051503,1.0,1,1.0,False,congressional,0.028380706287683032
080051504,1.0,1,1.0,False,congressional,0.028380706287683032
080051505,1.0,1,1.0,False,congressional,0.028380706287683032
080051601,1.0,1,1.0,False,congressional,0.028380706287683032
080051602,1.0,1,1.0,False,congressional,0.028380706287683032
080051603,1.0,1,1.0,False,congressional,0.028380706287683032
080051604,1.0,1,1.0,False,congressional,0.028380706287683032
080051605,1.0,1,1.0,False,congressional,0.028380706287683032
080051606,1.0,1,1.0,False,congressional,0.028380706287683032
080051607,1.0,1,1.0,False,congressional,0.028380706287683032
080051608,1.0,1,1.0,False,congressional,0.028380706287683032
080051609,1.0,1,1.0,False,congressional,0.028380706287683032
080051610,1.0,1,1.0,False,congressional,0.028380706287683032
080051611,1.0,1,1.0,False,congressional,0.028380706287683032
080051701,1.0,1,1.0,False,congressional,0.028380706287683032
080051702,1.0,1,1.0,False,congressional,0.028380706287683032
080051703,1.0,1,1.0,False,congressional,0.028380706287683032
080051704,1.0,1,1.0,False,congressional,0.028380706287683032
080051705,1.0,1,1.0,False,congressional,0.028380706287683032
080051706,1.0,1,1.0,False,congressional,0.028380706287683032
080051707,1.0,1,1.0,False,congressional,0.028380706287683032
080051708,1.0,1,1.0,False,congressional,0.028380706287683032
080051709,1.0,1,1.0,False,congressional,0.028380706287683032
080051801,1.0,1,1.0,False,congressional,0.028380706287683032
080051802,1.0,1,1.0,False,congressional,0.028380706287683032
080051803,1.0,1,1.0,False,congressional,0.028380706287683032
080051901,1.0,1,1.0,False,congressional,0.028380706287683032
080051902,1.0,1,1.0,False,congressional,0.028380706287683032
080051903,1.0,1,1.0,False,congressional,0.028380706287683032
080052001,1.0,1,1.0,False,congressional,0.028380706287683032
080052002,1.0,1,1.0,False,congressional,0.028380706287683032
080052003,1.0,1,1.0,False,congressional,0.028380706287683032
080052004,1.0,1,1.0,False,congressional,0.028380706287683032
080052005,1.0,1,1.0,False,congressional,0.028380706287683032
080052006,1.0,1,1.0,False,congressional,0.028380706287683032
08005201,1.0,1,1.0,False,congressional,0.028380706287683032
08005202,1.0,1,1.0,False,congressional,0.028380706287683032
08005203,1.0,1,1.0,False,congressional,0.028380706287683032
08005204,1.0,1,1.0,False,congressional,0.028380706287683032
08005205,1.0,1,1.0,False,congressional,0.028380706287683032
08005206,1.0,1,1.0,False,congressional,0.028380706287683032
08005207,1.0,1,1.0,False,congressional,0.028380706287683032
08005208,1.0,1,1.0,False,congressional,0.028380706287683032
08005209,1.0,1,1.0,False,congressional,0.028380706287683032
08005210,1.0,1,1.0,False,congressional,0.028380706287683032
080052101,1.0,1,1.0,False,congressional,0.028380706287683032
08005211,1.0,1,1.0,False,congressional,0.028380706287683032
08005212,1.0,1,1.0,False,congressional,0.028380706287683032
08005213,1.0,1,1.0,False,congressional,0.028380706287683032
08005214,1.0,1,1.0,False,congressional,0.028380706287683032
08005215,1.0,1,1.0,False,congressional,0.028380706287683032
08005216,1.0,1,1.0,False,congressional,0.028380706287683032
08005217,1.0,1,1.0,False,congressional,0.028380706287683032
08005218,1.0,1,1.0,False,congressional,0.028380706287683032
08005219,1.0,1,1.0,False,congressional,0.028380706287683032
08005220,1.0,1,1.0,False,congressional,0.028380706287683032
080052201,1.0,1,1.0,False,congressional,0.028380706287683032
080052202,1.0,1,1.0,False,congressional,0.028380706287683032
080052203,1.0,1,1.0,False,congressional,0.028380706287683032
080052204,1.0,1,1.0,False,congressional,0.028380706287683032
080052205,1.0,1,1.0,False,congressional,0.028380706287683032
080052206,1.0,1,1.0,False,congressional,0.028380706287683032
080052207,1.0,1,1.0,False,congressional,0.028380706287683032
080052208,1.0,1,1.0,False,congressional,0.028380706287683032
080052209,1.0,1,1.0,False,congressional,0.028380706287683032
08005221,1.0,1,1.0,False,congressional,0.028380706287683032
080052210,1.0,1,1.0,False,congressional,0.028380706287683032
080052211,1.0,1,1.0,False,congressional,0.028380706287683032
080052212,1.0,1,1.0,False,congressional,0.028380706287683032
080052213,1.0,1,1.0,False,congressional,0.028380706287683032
080052214,1.0,1,1.0,False,congressional,0.028380706287683032
080052215,1.0,1,1.0,False,congressional,0.028380706287683032
080052216,1.0,1,1.0,False,congressional,0.028380706287683032
080052217,1.0,1,1.0,False,congressional,0.028380706287683032
08005222,1.0,1,1.0,False,congressional,0.028380706287683032
08005223,1.0,1,1.0,False,congressional,0.028380706287683032
08005224,1.0,1,1.0,False,congressional,0.028380706287683032
08005225,1.0,1,1.0,False,congressional,0.028380706287683032
08005226,1.0,1,1.0,False,congressional,0.028380706287683032
08005227,1.0,1,1.0,False,congressional,0.028380706287683032
08005228,1.0,1,1.0,False,congressional,0.028380706287683032
080052301,1.0,1,1.0,False,congressional,0.028380706287683032
080052302,1.0,1,1.0,False,congressional,0.028380706287683032
080052303,1.0,1,1.0,False,congressional,0.028380706287683032
080052304,1.0,1,1.0,False,congressional,0.028380706287683032
080052305,0.7728941616792901,2,0.9999999999999999,False,congressional,0.028380706287683032
080052306,1.0,1,1.0,False,congressional,0.028380706287683032
080052307,1.0,1,1.0,False,congressional,0.028380706287683032
080052308,1.0,1,1.0,False,congressional,0.028380706287683032
080052309,1.0,1,1.0,False,congressional,0.028380706287683032
080052310,1.0,1,1.0,False,congressional,0.028380706287683032
080052401,1.0,1,1.0,False,congressional,0.028380706287683032
080052501,1.0,1,1.0,False,congressional,0.028380706287683032
080052502,1.0,1,1.0,False,congressional,0.028380706287683032
080052503,1.0,1,1.0,False,congressional,0.028380706287683032
080052504,1.0,1,1.0,False,congressional,0.028380706287683032
080052505,1.0,1,1.0,False,congressional,0.028380706287683032
080052506,1.0,1,1.0,False,congressional,0.028380706287683032
080052507,1.0,1,1.0,False,congressional,0.028380706287683032
080052508,1.0,1,1.0,False,congressional,0.028380706287683032
080052509,1.0,1,1.0,False,congressional,0.028380706287683032
080052510,1.0,1,1.0,False,congressional,0.028380706287683032
080052511,1.0,1,1.0,False,congressional,0.028380706287683032
080052512,1.0,1,1.0,False,congressional,0.028380706287683032
080052601,1.0,1,1.0,False,congressional,0.028380706287683032
080052602,1.0,1,1.0,False,congressional,0.028380706287683032
080052603,1.0,1,1.0,False,congressional,0.028380706287683032
080052604,1.0,1,1.0,False,congressional,0.028380706287683032
080052701,1.0,1,1.0,False,congressional,0.028380706287683032
080052702,1.0,1,1.0,False,congressional,0.028380706287683032
080052703,1.0,1,1.0,False,congressional,0.028380706287683032
080052704,1.0,1,1.0,False,congressional,0.028380706287683032
080052801,1.0,1,1.0,False,congressional,0.028380706287683032
080052901,0.955820304150517,2,1.0,False,congressional,0.028380706287683032
080052902,1.0,1,1.0,False,congressional,0.028380706287683032
080052903,1.0,1,1.0,False,congressional,0.028380706287683032
080053001,1.0,1,1.0,False,congressional,0.028380706287683032
080053002,1.0,1,1.0,False,congressional,0.028380706287683032
080053003,1.0,1,1.0,False,congressional,0.028380706287683032
08005301,1.0,1,1.0,False,congressional,0.028380706287683032
08005302,1.0,1,1.0,False,congressional,0.028380706287683032
08005303,1.0,1,1.0,False,congressional,0.028380706287683032
08005304,1.0,1,1.0,False,congressional,0.028380706287683032
08005305,1.0,1,1.0,False,congressional,0.028380706287683032
08005306,1.0,1,1.0,False,congressional,0.028380706287683032
08005307,1.0,1,1.0,False,congressional,0.028380706287683032
080053101,1.0,1,1.0,False,congressional,0.028380706287683032
080053201,1.0,1,1.0,False,congressional,0.028380706287683032
080053301,1.0,1,1.0,False,congressional,0.028380706287683032
080053302,1.0,1,1.0,False,congressional,0.028380706287683032
080053401,1.0,1,1.0,False,congressional,0.028380706287683032
080053402,1.0,1,1.0,False,congressional,0.028380706287683032
080053403,1.0,1,1.0,False,congressional,0.028380706287683032
080053501,1.0,1,1.0,False,congressional,0.028380706287683032
08005401,1.0,1,1.0,False,congressional,0.028380706287683032
08005402,1.0,1,1.0,False,congressional,0.028380706287683032
08005403,1.0,1,1.0,False,congressional,0.028380706287683032
08005404,1.0,1,1.0,False,congressional,0.028380706287683032
08005405,1.0,1,1.0,False,congressional,0.028380706287683032
08005406,1.0,1,1.0,False,congressional,0.028380706287683032
08005407,1.0,1,1.0,False,congressional,0.028380706287683032
08005408,0.9961287925769964,2,1.0,False,congressional,0.028380706287683032
08005409,1.0,1,1.0,False,congressional,0.028380706287683032
08005410,1.0,1,1.0,False,congressional,0.028380706287683032
08005411,0.6181789889927463,2,0.9999999999999999,False,congressional,0.028380706287683032
08005412,1.0,1,1.0,False,congressional,0.028380706287683032
08005413,1.0,1,1.0,False,congressional,0.028380706287683032
08005414,1.0,1,1.0,False,congressional,0.028380706287683032
08005415,1.0,1,1.0,False,congressional,0.028380706287683032
08005416,1.0,1,1.0,False,congressional,0.028380706287683032
08005417,1.0,1,1.0,False,congressional,0.028380706287683032
08005418,1.0,1,1.0,False,congressional,0.028380706287683032
08005419,1.0,1,1.0,False,congressional,0.028380706287683032
08005420,1.0,1,1.0,False,congressional,0.028380706287683032
08005421,1.0,1,1.0,False,congressional,0.028380706287683032
08005422,1.0,1,1.0,False,congressional,0.028380706287683032
08005501,1.0,1,1.0,False,congressional,0.028380706287683032
08005502,1.0,1,1.0,False,congressional,0.028380706287683032
08005503,1.0,1,1.0,False,congressional,0.028380706287683032
08005504,1.0,1,1.0,False,congressional,0.028380706287683032
08005601,1.0,1,1.0,False,congressional,0.028380706287683032
08005602,1.0,1,1.0,False,congressional,0.028380706287683032
08005603,1.0,1,1.0,False,congressional,0.028380706287683032
08005604,1.0,1,1.0,False,congressional,0.028380706287683032
08005605,1.0,1,1.0,False,congressional,0.028380706287683032
08005701,1.0,1,1.0,False,congressional,0.028380706287683032
08005702,1.0,1,1.0,False,congressional,0.028380706287683032
08005703,1.0,1,1.0,False,congressional,0.028380706287683032
08005704,1.0,1,1.0,False,congressional,0.028380706287683032
08005801,1.0,1,1.0,False,congressional,0.028380706287683032
08005802,1.0,1,1.0,False,congressional,0.028380706287683032
08005803,1.0,1,1.0,False,congressional,0.028380706287683032
08005804,1.0,1,1.0,False,congressional,0.028380706287683032
