target_type,precincts,avg_top_weight,median_top_weight,ambiguous_count,avg_targets_touched,ambiguous_pct,min_weight_keep
congressional,2979,0.9944058940714033,1.0,11,1.0379321920107418,0.36925142665323935,0.01
state_house,2979,0.9764031205096326,1.0,50,1.1446794226250419,1.6784155756965426,0.01
state_senate,2979,0.984076258165559,1.0,27,1.1074185968445787,0.906344410876133,0.01
