county_fips,crosswalk_precinct_id
08001,080013101
08001,080013102
08001,080013103
08001,080013104
08001,080013105
08001,080013106
08001,080013107
08001,080013108
08001,080013109
08001,080013110
08001,080013111
08001,080013112
08001,080013113
08001,080013114
08001,080013115
08001,080013116
08001,080013117
08001,080013118
08001,080013119
08001,080013120
08001,080013121
08001,080013122
08001,080013123
08001,080013124
08001,080013201
08001,080013202
08001,080013203
08001,080013204
08001,080013205
08001,080013206
08001,080013207
08001,080013208
08001,080013209
08001,080013210
08001,080013211
08001,080013212
08001,080013213
08001,080013214
08001,080013215
08001,080013216
08001,080013217
08001,080013218
08001,080013219
08001,080013220
08001,080013221
08001,080013222
08001,080013223
08001,080013224
08001,080013225
08001,080013226
08001,080013227
08001,080013228
08001,080013301
08001,080013302
08001,080013303
08001,080013304
08001,080013305
08001,080013306
08001,080013307
08001,080013308
08001,080013309
08001,080013310
08001,080013311
08001,080013312
08001,080013313
08001,080013314
08001,080013315
08001,080013316
08001,080013317
08001,080013318
08001,080013319
08001,080013320
08001,080013321
08001,080013322
08001,080013323
08001,080013324
08001,080013325
08001,080013326
08001,080013327
08001,080013328
08001,080013329
08001,080013330
08001,080013331
08001,080013332
08001,080013333
08001,080013334
08001,080013335
08001,080013336
08001,080013337
08001,080013338
08001,080013339
08001,080013340
08001,080013341
08001,080013401
08001,080013402
08001,080013403
08001,080013404
08001,080013405
08001,080013406
08001,080013407
08001,080013408
08001,080013409
08001,080013410
08001,080013411
08001,080013412
08001,080013413
08001,080013414
08001,080013415
08001,080013417
08001,080013418
08001,080013419
08001,080013420
08001,080013421
08001,080013422
08001,080013423
08001,080013424
08001,080013425
08001,080013426
08001,080013427
08001,080013428
08001,080013429
08001,080013430
08001,080013431
08001,080013432
08001,080013433
08001,080013501
08001,080013502
08001,080013503
08001,080013504
08001,080013505
08001,080013506
08001,080013507
08001,080013508
08001,080013509
08001,080013510
08001,080013511
08001,080013512
08001,080013513
08001,080013514
08001,080013515
08001,080013516
08001,080013517
08001,080013518
08001,080013519
08001,080013520
08001,080013521
08001,080013522
08001,080013523
08001,080013524
08001,080013525
08001,080013526
08001,080013527
08001,080013528
08001,080013529
08001,080013530
08001,080013531
08001,080013532
08001,080013533
08001,080013534
08001,080013601
08001,080013602
08001,080013603
08001,080013604
08001,080013605
08001,080013606
08001,080013607
08001,080013608
08001,080013609
08001,080013610
08001,080013611
08001,080013612
08001,080013613
08001,080013614
08001,080013615
08001,080013616
08001,080013617
08001,080013618
08001,080013619
08001,080013620
08001,080013621
08001,080013622
08001,080013623
08001,080013624
08001,080013625
08001,080013626
08001,080013627
08001,080013628
08001,080013629
08001,080013630
08001,080013631
08001,080013632
08001,080013633
08001,080013634
08001,080013635
08003,080031
08003,080032
08003,080033
08003,080034
08003,080035
08003,080036
08003,080037
08003,080038
08005,080051001
08005,080051002
08005,080051003
08005,080051004
08005,080051005
08005,080051006
08005,080051007
08005,080051008
08005,08005101
08005,08005102
08005,08005103
08005,08005104
08005,08005105
08005,08005106
08005,08005107
08005,08005108
08005,08005109
08005,08005110
08005,080051101
08005,080051102
08005,080051103
08005,080051104
08005,080051105
08005,080051106
08005,080051107
08005,080051108
08005,080051109
08005,08005111
08005,080051110
08005,080051111
08005,080051112
08005,080051113
08005,080051114
08005,08005112
08005,08005113
08005,08005114
08005,08005115
08005,08005116
08005,08005117
08005,08005118
08005,08005119
08005,08005120
08005,080051201
08005,080051202
08005,080051203
08005,080051204
08005,080051205
08005,080051206
08005,080051207
08005,080051208
08005,080051209
08005,080051210
08005,080051211
08005,080051212
08005,080051213
08005,080051214
08005,080051215
08005,080051216
08005,080051217
08005,080051218
08005,080051219
08005,080051220
08005,080051221
08005,080051222
08005,080051223
08005,080051224
08005,080051225
08005,080051226
08005,080051227
08005,080051301
08005,080051302
08005,080051303
08005,080051304
08005,080051305
08005,080051306
08005,080051307
08005,080051308
08005,080051309
08005,080051310
08005,080051311
08005,080051312
08005,080051313
08005,080051314
08005,080051401
08005,080051402
08005,080051403
08005,080051404
08005,080051405
08005,080051406
08005,080051407
08005,080051408
08005,080051409
08005,080051410
08005,080051411
08005,080051412
08005,080051413
08005,080051414
08005,080051415
08005,080051501
08005,080051502
08005,080051503
08005,080051504
08005,080051505
08005,080051601
08005,080051602
08005,080051603
08005,080051604
08005,080051605
08005,080051606
08005,080051607
08005,080051608
08005,080051609
08005,080051610
08005,080051611
08005,080051701
08005,080051702
08005,080051703
08005,080051704
08005,080051705
08005,080051706
08005,080051707
08005,080051708
08005,080051709
08005,080051801
08005,080051802
08005,080051803
08005,080051901
08005,080051902
08005,080051903
08005,080052001
08005,080052002
08005,080052003
08005,080052004
08005,080052005
08005,080052006
08005,08005201
08005,08005202
08005,08005203
08005,08005204
08005,08005205
08005,08005206
08005,08005207
08005,08005208
08005,08005209
08005,08005210
08005,080052101
08005,08005211
08005,08005212
08005,08005213
08005,08005214
08005,08005215
08005,08005216
08005,08005217
08005,08005218
08005,08005219
08005,08005220
08005,080052201
08005,080052202
08005,080052203
08005,080052204
08005,080052205
08005,080052206
08005,080052207
08005,080052208
08005,080052209
08005,08005221
08005,080052210
08005,080052211
08005,080052212
08005,080052213
08005,080052214
08005,080052215
08005,080052216
08005,080052217
08005,08005222
08005,08005223
08005,08005224
08005,08005225
08005,08005226
08005,08005227
