county,county_fips,election_precinct_id,election_suffix4
ADAMS,08001,2233301070,1070
ADAMS,08001,2233301071,1071
ADAMS,08001,2233301072,1072
ADAMS,08001,2233301073,1073
ADAMS,08001,2233301074,1074
ADAMS,08001,2233301075,1075
ADAMS,08001,2233301076,1076
ADAMS,08001,2233301077,1077
ADAMS,08001,2233301078,1078
ADAMS,08001,2233301079,1079
ADAMS,08001,2233401034,1034
ADAMS,08001,2233401035,1035
ADAMS,08001,2233401036,1036
ADAMS,08001,2233401037,1037
ADAMS,08001,2233401038,1038
ADAMS,08001,2233401039,1039
ADAMS,08001,2233401050,1050
ADAMS,08001,2233401051,1051
ADAMS,08001,2233501029,1029
ADAMS,08001,2233501030,1030
ADAMS,08001,2233501031,1031
ADAMS,08001,2233501032,1032
ADAMS,08001,2233501033,1033
ADAMS,08001,2243101112,1112
ADAMS,08001,2243101113,1113
ADAMS,08001,2243101114,1114
ADAMS,08001,2243101115,1115
ADAMS,08001,2243101116,1116
ADAMS,08001,2243101119,1119
ADAMS,08001,2243101120,1120
ADAMS,08001,2243101121,1121
ADAMS,08001,2243101122,1122
ADAMS,08001,2243101123,1123
ADAMS,08001,2243101124,1124
ADAMS,08001,2243101125,1125
ADAMS,08001,2243101126,1126
ADAMS,08001,2243101127,1127
ADAMS,08001,2243101128,1128
ADAMS,08001,2243101131,1131
ADAMS,08001,2243101132,1132
ADAMS,08001,2243101133,1133
ADAMS,08001,2243101134,1134
ADAMS,08001,2243101135,1135
ADAMS,08001,2243101136,1136
ADAMS,08001,2243101137,1137
ADAMS,08001,2243101138,1138
ADAMS,08001,2243101139,1139
ADAMS,08001,2243101140,1140
ADAMS,08001,2243101141,1141
ADAMS,08001,2243101142,1142
ADAMS,08001,2243101143,1143
ADAMS,08001,2243101144,1144
ADAMS,08001,2243101145,1145
ADAMS,08001,2243101146,1146
ADAMS,08001,2243101147,1147
ADAMS,08001,2243101148,1148
ADAMS,08001,2243101149,1149
ADAMS,08001,2243101150,1150
ADAMS,08001,2243101151,1151
ADAMS,08001,2243101152,1152
ADAMS,08001,2243101153,1153
ADAMS,08001,2243101154,1154
ADAMS,08001,2243101155,1155
ADAMS,08001,2243101156,1156
ADAMS,08001,2243101157,1157
ADAMS,08001,2243101158,1158
ADAMS,08001,2243101159,1159
ADAMS,08001,2243101160,1160
ADAMS,08001,2243101161,1161
ADAMS,08001,2243101162,1162
ADAMS,08001,2243101163,1163
ADAMS,08001,2243201080,1080
ADAMS,08001,2243201081,1081
ADAMS,08001,2243201082,1082
ADAMS,08001,2243201083,1083
ADAMS,08001,2243201084,1084
ADAMS,08001,2243201085,1085
ADAMS,08001,2243201086,1086
ADAMS,08001,2243201087,1087
ADAMS,08001,2243201088,1088
ADAMS,08001,2243201089,1089
ADAMS,08001,2243201090,1090
ADAMS,08001,2243201091,1091
ADAMS,08001,2243201092,1092
ADAMS,08001,2243201093,1093
ADAMS,08001,2243401040,1040
ADAMS,08001,2243401041,1041
ADAMS,08001,2243401042,1042
ADAMS,08001,2243401043,1043
ADAMS,08001,2243401044,1044
ADAMS,08001,2243401045,1045
ADAMS,08001,2243401046,1046
ADAMS,08001,2243401047,1047
ADAMS,08001,2243401048,1048
ADAMS,08001,2243401049,1049
ADAMS,08001,2243401052,1052
ADAMS,08001,2243401053,1053
ADAMS,08001,2243401054,1054
ADAMS,08001,2243401055,1055
ADAMS,08001,2243401056,1056
ADAMS,08001,2243401057,1057
ADAMS,08001,2243401058,1058
ADAMS,08001,2243401059,1059
ADAMS,08001,2243401060,1060
ADAMS,08001,2243401061,1061
ADAMS,08001,2243401062,1062
ADAMS,08001,2243401063,1063
ADAMS,08001,2243401064,1064
ADAMS,08001,2243401065,1065
ADAMS,08001,2253101117,1117
ADAMS,08001,2253101118,1118
ADAMS,08001,2253101119,1119
ADAMS,08001,2253101120,1120
ADAMS,08001,2253101125,1125
ADAMS,08001,2253101127,1127
ADAMS,08001,2253101128,1128
ADAMS,08001,2253101129,1129
ADAMS,08001,2253101130,1130
ADAMS,08001,2253101131,1131
ADAMS,08001,2253101132,1132
ADAMS,08001,2253101137,1137
ADAMS,08001,2253101141,1141
ADAMS,08001,2253101142,1142
ADAMS,08001,2253101143,1143
ADAMS,08001,2253101144,1144
ADAMS,08001,2253101150,1150
ADAMS,08001,2253101164,1164
ADAMS,08001,2253201094,1094
ADAMS,08001,2253201095,1095
ADAMS,08001,2253201096,1096
ADAMS,08001,2253201097,1097
ADAMS,08001,2313401066,1066
ADAMS,08001,2313401067,1067
ADAMS,08001,2313401068,1068
ADAMS,08001,2313501011,1011
ADAMS,08001,2313501012,1012
ADAMS,08001,2313501013,1013
ADAMS,08001,2313501014,1014
ADAMS,08001,2313501015,1015
ADAMS,08001,2313501016,1016
ADAMS,08001,2313501017,1017
ADAMS,08001,2313501018,1018
ADAMS,08001,2313501019,1019
ADAMS,08001,2313501020,1020
ADAMS,08001,2313501021,1021
ADAMS,08001,2313501023,1023
ADAMS,08001,2313501024,1024
ADAMS,08001,2313501025,1025
ADAMS,08001,2313501026,1026
ADAMS,08001,2313501027,1027
ADAMS,08001,2313501028,1028
ADAMS,08001,2999901999,1999
ADAMS,08001,390,390
ADAMS,08001,4215601243,1243
ADAMS,08001,4215601244,1244
ADAMS,08001,4215601245,1245
ADAMS,08001,4215601246,1246
ADAMS,08001,4215601247,1247
ADAMS,08001,4215601248,1248
ADAMS,08001,4215601249,1249
ADAMS,08001,4215601251,1251
ADAMS,08001,4253001245,1245
ADAMS,08001,4255601241,1241
ADAMS,08001,4255601246,1246
ADAMS,08001,4255601247,1247
ADAMS,08001,4255601248,1248
ADAMS,08001,4255601249,1249
ADAMS,08001,4255601250,1250
ADAMS,08001,4255601251,1251
ADAMS,08001,4283601267,1267
ADAMS,08001,4285601241,1241
ADAMS,08001,4285601266,1266
ADAMS,08001,6215601269,1269
ADAMS,08001,6243101150,1150
ADAMS,08001,6243101151,1151
ADAMS,08001,6243101159,1159
ADAMS,08001,6243101256,1256
ADAMS,08001,6243401075,1075
ADAMS,08001,6243401076,1076
ADAMS,08001,6243401077,1077
ADAMS,08001,6243401252,1252
ADAMS,08001,6245601071,1071
ADAMS,08001,6245601072,1072
ADAMS,08001,6245601073,1073
ADAMS,08001,6245601074,1074
ADAMS,08001,6245601160,1160
ADAMS,08001,6245601259,1259
ADAMS,08001,6253001152,1152
ADAMS,08001,6253001153,1153
ADAMS,08001,6253001154,1154
ADAMS,08001,6253001155,1155
ADAMS,08001,6253001156,1156
ADAMS,08001,6253001157,1157
ADAMS,08001,6253001226,1226
ADAMS,08001,6253001229,1229
ADAMS,08001,6253001230,1230
ADAMS,08001,6253001231,1231
ADAMS,08001,6253001232,1232
ADAMS,08001,6253001233,1233
ADAMS,08001,6253001234,1234
ADAMS,08001,6253001235,1235
ADAMS,08001,6253001236,1236
ADAMS,08001,6253001237,1237
ADAMS,08001,6253001238,1238
ADAMS,08001,6253001239,1239
ADAMS,08001,6253001240,1240
ADAMS,08001,6253001242,1242
ADAMS,08001,6253001243,1243
ADAMS,08001,6253001253,1253
ADAMS,08001,6253001258,1258
ADAMS,08001,6253101158,1158
ADAMS,08001,6255601161,1161
ADAMS,08001,6255601162,1162
ADAMS,08001,6255601163,1163
ADAMS,08001,6255601164,1164
ADAMS,08001,6255601165,1165
ADAMS,08001,6255601166,1166
ADAMS,08001,6255601167,1167
ADAMS,08001,6255601168,1168
ADAMS,08001,6255601169,1169
ADAMS,08001,6255601170,1170
ADAMS,08001,6255601171,1171
ADAMS,08001,6255601172,1172
ADAMS,08001,6255601173,1173
ADAMS,08001,6255601174,1174
ADAMS,08001,6255601175,1175
ADAMS,08001,6255601176,1176
ADAMS,08001,6255601177,1177
ADAMS,08001,6255601178,1178
ADAMS,08001,6255601179,1179
ADAMS,08001,6255601180,1180
ADAMS,08001,6255601181,1181
ADAMS,08001,6255601182,1182
ADAMS,08001,6255601183,1183
ADAMS,08001,6255601184,1184
ADAMS,08001,6255601185,1185
ADAMS,08001,6255601186,1186
ADAMS,08001,6255601187,1187
ADAMS,08001,6255601188,1188
ADAMS,08001,6255601189,1189
ADAMS,08001,6255601190,1190
ADAMS,08001,6255601191,1191
ADAMS,08001,6255601192,1192
ADAMS,08001,6255601193,1193
ADAMS,08001,6255601194,1194
ADAMS,08001,6255601195,1195
ADAMS,08001,6255601196,1196
ADAMS,08001,6255601197,1197
ADAMS,08001,6255601198,1198
ADAMS,08001,6255601227,1227
ADAMS,08001,6255601228,1228
ADAMS,08001,6255601244,1244
ADAMS,08001,6283601229,1229
ADAMS,08001,6283601230,1230
ADAMS,08001,6283601231,1231
ADAMS,08001,6283601232,1232
ADAMS,08001,6283601233,1233
ADAMS,08001,6283601234,1234
ADAMS,08001,6283601235,1235
ADAMS,08001,6283601236,1236
ADAMS,08001,6283601237,1237
ADAMS,08001,6283601238,1238
ADAMS,08001,6283601239,1239
ADAMS,08001,6283601240,1240
ADAMS,08001,6283601242,1242
ADAMS,08001,6283601253,1253
ADAMS,08001,6283601258,1258
ADAMS,08001,6283601260,1260
ADAMS,08001,7192401008,1008
ADAMS,08001,7192401009,1009
ADAMS,08001,7213001130,1130
ADAMS,08001,7213001140,1140
ADAMS,08001,7213001141,1141
ADAMS,08001,7213001199,1199
ADAMS,08001,7213001200,1200
ADAMS,08001,7213001201,1201
ADAMS,08001,7213001202,1202
ADAMS,08001,7213001203,1203
ADAMS,08001,7213001204,1204
ADAMS,08001,7213001205,1205
ADAMS,08001,7213001206,1206
ADAMS,08001,7213001207,1207
ADAMS,08001,7213001210,1210
ADAMS,08001,7213001211,1211
ADAMS,08001,7213001212,1212
ADAMS,08001,7213001213,1213
ADAMS,08001,7213001214,1214
ADAMS,08001,7213001215,1215
ADAMS,08001,7213001225,1225
ADAMS,08001,7213101117,1117
ADAMS,08001,7213101118,1118
ADAMS,08001,7213201001,1001
ADAMS,08001,7213201002,1002
ADAMS,08001,7213201003,1003
ADAMS,08001,7213201004,1004
ADAMS,08001,7213201005,1005
ADAMS,08001,7213201006,1006
ADAMS,08001,7213201007,1007
ADAMS,08001,7213201008,1008
ADAMS,08001,7213201009,1009
ADAMS,08001,7213201021,1021
ADAMS,08001,7213201022,1022
ADAMS,08001,7213201023,1023
ADAMS,08001,7213201119,1119
ADAMS,08001,7213201120,1120
ADAMS,08001,7213201121,1121
ADAMS,08001,7213201122,1122
ADAMS,08001,7213201123,1123
ADAMS,08001,7213201124,1124
ADAMS,08001,7213201125,1125
ADAMS,08001,7213201126,1126
ADAMS,08001,7213201127,1127
ADAMS,08001,7213201128,1128
ADAMS,08001,7213201129,1129
ADAMS,08001,7213201208,1208
ADAMS,08001,7213201209,1209
ADAMS,08001,7213201216,1216
ADAMS,08001,7213201217,1217
ADAMS,08001,7213201218,1218
ADAMS,08001,7213201219,1219
ADAMS,08001,7213201220,1220
ADAMS,08001,7213201221,1221
ADAMS,08001,7213201222,1222
ADAMS,08001,7213201223,1223
ADAMS,08001,7213201224,1224
ADAMS,08001,7213201254,1254
ADAMS,08001,7213201255,1255
ADAMS,08001,7213201257,1257
ADAMS,08001,7213401027,1027
ADAMS,08001,7213401030,1030
ADAMS,08001,7213401035,1035
ADAMS,08001,7213401036,1036
ADAMS,08001,7213401042,1042
ADAMS,08001,7213501010,1010
ADAMS,08001,7213501011,1011
ADAMS,08001,7213501012,1012
ADAMS,08001,7213501013,1013
ADAMS,08001,7213501014,1014
ADAMS,08001,7213501015,1015
ADAMS,08001,7213501016,1016
ADAMS,08001,7213501017,1017
ADAMS,08001,7213501018,1018
ADAMS,08001,7213501019,1019
ADAMS,08001,7213501020,1020
ADAMS,08001,7213501024,1024
ADAMS,08001,7213501025,1025
ADAMS,08001,7213501026,1026
ADAMS,08001,7243101078,1078
ADAMS,08001,7243101079,1079
ADAMS,08001,7243101085,1085
ADAMS,08001,7243101086,1086
